,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,latino hispanic,fear,37.0
2,10.jpg,white,surprise,41.0
3,11.jpg,white,fear,46.0
4,12.jpg,latino hispanic,fear,43.0
5,13.jpg,latino hispanic,fear,44.0
6,14.jpg,latino hispanic,angry,37.0
7,15.jpg,,,
8,16.jpg,,,
9,17.jpg,,,
10,18.jpg,,,
11,19.jpg,,,
12,2.jpg,latino hispanic,surprise,35.0
13,20.jpg,,,
14,21.jpg,,,
15,22.jpg,,,
16,23.jpg,,,
17,24.jpg,latino hispanic,fear,37.0
18,25.jpg,white,surprise,36.0
19,26.jpg,white,sad,37.0
20,27.jpg,,,
21,28.jpg,,,
22,29.jpg,,,
23,3.jpg,latino hispanic,neutral,39.0
24,30.jpg,,,
25,31.jpg,,,
26,32.jpg,,,
27,33.jpg,,,
28,34.jpg,,,
29,35.jpg,,,
30,36.jpg,,,
31,37.jpg,,,
32,38.jpg,,,
33,39.jpg,,,
34,4.jpg,latino hispanic,neutral,34.0
35,40.jpg,,,
36,41.jpg,,,
37,42.jpg,,,
38,43.jpg,,,
39,44.jpg,,,
40,45.jpg,,,
41,46.jpg,latino hispanic,fear,39.0
42,47.jpg,latino hispanic,fear,37.0
43,48.jpg,latino hispanic,fear,43.0
44,49.jpg,latino hispanic,fear,39.0
45,5.jpg,latino hispanic,neutral,38.0
46,50.jpg,latino hispanic,surprise,35.0
47,51.jpg,,,
48,52.jpg,,,
49,53.jpg,,,
50,54.jpg,,,
51,55.jpg,,,
52,56.jpg,,,
53,57.jpg,,,
54,58.jpg,,,
55,59.jpg,,,
56,6.jpg,white,neutral,39.0
57,60.jpg,,,
58,61.jpg,,,
59,62.jpg,,,
60,63.jpg,,,
61,64.jpg,,,
62,65.jpg,,,
63,66.jpg,,,
64,67.jpg,latino hispanic,fear,33.0
65,68.jpg,latino hispanic,surprise,41.0
66,69.jpg,latino hispanic,fear,39.0
67,7.jpg,latino hispanic,surprise,39.0
68,70.jpg,latino hispanic,fear,38.0
69,71.jpg,latino hispanic,neutral,33.0
70,8.jpg,latino hispanic,fear,36.0
71,9.jpg,latino hispanic,neutral,42.0
