,frame,dominant_race,dominant_emotion,age
0,0.jpg,asian,fear,31.0
1,1.jpg,,,
2,10.jpg,asian,fear,29.0
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,white,sad,37.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,sad,26.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,white,fear,31.0
32,127.jpg,,,
33,128.jpg,white,fear,35.0
34,129.jpg,,,
35,13.jpg,,,
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,white,fear,25.0
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,,,
47,140.jpg,,,
48,141.jpg,white,angry,26.0
49,142.jpg,white,fear,30.0
50,143.jpg,white,sad,29.0
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,,,
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,,,
62,154.jpg,white,neutral,28.0
63,155.jpg,,,
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,,,
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,,,
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,,,
77,168.jpg,,,
78,169.jpg,,,
79,17.jpg,,,
80,170.jpg,,,
81,171.jpg,,,
82,172.jpg,,,
83,173.jpg,,,
84,174.jpg,white,surprise,36.0
85,175.jpg,,,
86,176.jpg,,,
87,177.jpg,,,
88,178.jpg,,,
89,179.jpg,,,
90,18.jpg,,,
91,180.jpg,,,
92,181.jpg,,,
93,182.jpg,,,
94,183.jpg,,,
95,184.jpg,,,
96,185.jpg,asian,fear,30.0
97,186.jpg,,,
98,187.jpg,,,
99,188.jpg,asian,fear,29.0
100,189.jpg,,,
101,19.jpg,white,neutral,28.0
102,190.jpg,white,angry,37.0
103,191.jpg,,,
104,192.jpg,,,
105,193.jpg,,,
106,194.jpg,,,
107,195.jpg,,,
108,196.jpg,,,
109,197.jpg,asian,fear,26.0
110,198.jpg,,,
111,199.jpg,white,happy,32.0
112,2.jpg,latino hispanic,fear,32.0
113,20.jpg,,,
114,200.jpg,,,
115,201.jpg,,,
116,202.jpg,,,
117,203.jpg,,,
118,204.jpg,,,
119,205.jpg,white,surprise,41.0
120,206.jpg,white,fear,31.0
121,207.jpg,,,
122,208.jpg,white,fear,31.0
123,209.jpg,,,
124,21.jpg,,,
125,210.jpg,,,
126,211.jpg,,,
127,212.jpg,,,
128,213.jpg,,,
129,214.jpg,,,
130,215.jpg,,,
131,216.jpg,,,
132,217.jpg,,,
133,218.jpg,,,
134,219.jpg,,,
135,22.jpg,,,
136,220.jpg,latino hispanic,neutral,33.0
137,221.jpg,white,angry,46.0
138,222.jpg,asian,angry,39.0
139,223.jpg,white,sad,35.0
140,224.jpg,,,
141,225.jpg,,,
142,226.jpg,,,
143,227.jpg,,,
144,228.jpg,white,surprise,38.0
145,229.jpg,,,
146,23.jpg,,,
147,230.jpg,white,surprise,35.0
148,231.jpg,white,fear,34.0
149,232.jpg,,,
150,233.jpg,,,
151,234.jpg,,,
152,235.jpg,,,
153,236.jpg,,,
154,237.jpg,,,
155,238.jpg,,,
156,239.jpg,,,
157,24.jpg,,,
158,240.jpg,,,
159,241.jpg,,,
160,242.jpg,,,
161,243.jpg,,,
162,244.jpg,,,
163,245.jpg,,,
164,246.jpg,,,
165,247.jpg,,,
166,248.jpg,white,neutral,28.0
167,249.jpg,,,
168,25.jpg,,,
169,250.jpg,,,
170,251.jpg,,,
171,252.jpg,,,
172,253.jpg,,,
173,254.jpg,,,
174,255.jpg,,,
175,256.jpg,white,happy,23.0
176,257.jpg,white,happy,23.0
177,258.jpg,white,fear,25.0
178,259.jpg,,,
179,26.jpg,white,fear,23.0
180,260.jpg,asian,fear,29.0
181,261.jpg,,,
182,262.jpg,,,
183,263.jpg,,,
184,264.jpg,,,
185,265.jpg,,,
186,266.jpg,,,
187,27.jpg,,,
188,28.jpg,,,
189,29.jpg,,,
190,3.jpg,latino hispanic,neutral,32.0
191,30.jpg,white,neutral,32.0
192,31.jpg,white,fear,47.0
193,32.jpg,white,surprise,42.0
194,33.jpg,asian,fear,30.0
195,34.jpg,white,neutral,29.0
196,35.jpg,,,
197,36.jpg,,,
198,37.jpg,,,
199,38.jpg,,,
200,39.jpg,,,
201,4.jpg,,,
202,40.jpg,,,
203,41.jpg,,,
204,42.jpg,,,
205,43.jpg,,,
206,44.jpg,,,
207,45.jpg,,,
208,46.jpg,,,
209,47.jpg,,,
210,48.jpg,,,
211,49.jpg,,,
212,5.jpg,,,
213,50.jpg,,,
214,51.jpg,,,
215,52.jpg,,,
216,53.jpg,,,
217,54.jpg,,,
218,55.jpg,,,
219,56.jpg,,,
220,57.jpg,,,
221,58.jpg,,,
222,59.jpg,white,neutral,26.0
223,6.jpg,,,
224,60.jpg,,,
225,61.jpg,,,
226,62.jpg,,,
227,63.jpg,,,
228,64.jpg,white,surprise,44.0
229,65.jpg,,,
230,66.jpg,white,sad,27.0
231,67.jpg,white,sad,24.0
232,68.jpg,,,
233,69.jpg,white,neutral,35.0
234,7.jpg,,,
235,70.jpg,white,neutral,34.0
236,71.jpg,white,happy,33.0
237,72.jpg,,,
238,73.jpg,,,
239,74.jpg,,,
240,75.jpg,,,
241,76.jpg,,,
242,77.jpg,,,
243,78.jpg,,,
244,79.jpg,,,
245,8.jpg,,,
246,80.jpg,,,
247,81.jpg,,,
248,82.jpg,,,
249,83.jpg,white,fear,36.0
250,84.jpg,,,
251,85.jpg,,,
252,86.jpg,latino hispanic,neutral,40.0
253,87.jpg,,,
254,88.jpg,,,
255,89.jpg,latino hispanic,surprise,35.0
256,9.jpg,white,angry,32.0
257,90.jpg,,,
258,91.jpg,white,neutral,28.0
259,92.jpg,,,
260,93.jpg,,,
261,94.jpg,,,
262,95.jpg,white,fear,38.0
263,96.jpg,,,
264,97.jpg,,,
265,98.jpg,,,
266,99.jpg,,,
