,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,neutral,46.0
1,1.jpg,white,neutral,39.0
2,10.jpg,,,
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,white,happy,38.0
12,109.jpg,white,angry,41.0
13,11.jpg,white,neutral,45.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,,,
25,120.jpg,,,
26,121.jpg,asian,neutral,36.0
27,122.jpg,white,happy,25.0
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,white,fear,22.0
33,128.jpg,white,happy,23.0
34,129.jpg,white,surprise,41.0
35,13.jpg,,,
36,130.jpg,white,angry,37.0
37,131.jpg,white,angry,36.0
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,white,happy,39.0
41,135.jpg,white,fear,32.0
42,136.jpg,white,fear,39.0
43,137.jpg,,,
44,138.jpg,white,happy,39.0
45,139.jpg,asian,neutral,36.0
46,14.jpg,,,
47,140.jpg,white,neutral,39.0
48,141.jpg,white,fear,35.0
49,142.jpg,white,neutral,36.0
50,143.jpg,asian,fear,31.0
51,144.jpg,white,neutral,33.0
52,145.jpg,asian,fear,28.0
53,146.jpg,white,neutral,39.0
54,147.jpg,asian,neutral,39.0
55,148.jpg,white,neutral,35.0
56,149.jpg,asian,fear,39.0
57,15.jpg,,,
58,150.jpg,white,fear,34.0
59,151.jpg,white,neutral,37.0
60,152.jpg,asian,fear,34.0
61,153.jpg,white,neutral,29.0
62,154.jpg,asian,neutral,35.0
63,155.jpg,white,fear,41.0
64,16.jpg,,,
65,17.jpg,,,
66,18.jpg,,,
67,19.jpg,,,
68,2.jpg,,,
69,20.jpg,,,
70,21.jpg,white,fear,35.0
71,22.jpg,,,
72,23.jpg,,,
73,24.jpg,,,
74,25.jpg,,,
75,26.jpg,white,neutral,29.0
76,27.jpg,white,fear,39.0
77,28.jpg,,,
78,29.jpg,white,neutral,25.0
79,3.jpg,,,
80,30.jpg,white,neutral,43.0
81,31.jpg,,,
82,32.jpg,white,neutral,39.0
83,33.jpg,white,surprise,44.0
84,34.jpg,white,fear,35.0
85,35.jpg,white,neutral,39.0
86,36.jpg,,,
87,37.jpg,,,
88,38.jpg,,,
89,39.jpg,,,
90,4.jpg,,,
91,40.jpg,,,
92,41.jpg,,,
93,42.jpg,,,
94,43.jpg,,,
95,44.jpg,,,
96,45.jpg,,,
97,46.jpg,,,
98,47.jpg,white,neutral,39.0
99,48.jpg,white,neutral,37.0
100,49.jpg,white,surprise,39.0
101,5.jpg,,,
102,50.jpg,,,
103,51.jpg,white,fear,38.0
104,52.jpg,,,
105,53.jpg,black,angry,41.0
106,54.jpg,,,
107,55.jpg,white,surprise,41.0
108,56.jpg,white,neutral,36.0
109,57.jpg,white,surprise,45.0
110,58.jpg,,,
111,59.jpg,white,neutral,38.0
112,6.jpg,white,angry,32.0
113,60.jpg,white,neutral,42.0
114,61.jpg,white,fear,26.0
115,62.jpg,,,
116,63.jpg,black,surprise,35.0
117,64.jpg,white,happy,27.0
118,65.jpg,white,happy,30.0
119,66.jpg,white,fear,37.0
120,67.jpg,asian,fear,33.0
121,68.jpg,white,fear,37.0
122,69.jpg,asian,neutral,40.0
123,7.jpg,white,neutral,39.0
124,70.jpg,,,
125,71.jpg,,,
126,72.jpg,white,happy,33.0
127,73.jpg,white,neutral,36.0
128,74.jpg,white,neutral,41.0
129,75.jpg,white,surprise,47.0
130,76.jpg,white,surprise,46.0
131,77.jpg,latino hispanic,neutral,33.0
132,78.jpg,,,
133,79.jpg,,,
134,8.jpg,,,
135,80.jpg,,,
136,81.jpg,,,
137,82.jpg,,,
138,83.jpg,,,
139,84.jpg,,,
140,85.jpg,,,
141,86.jpg,,,
142,87.jpg,,,
143,88.jpg,,,
144,89.jpg,white,angry,26.0
145,9.jpg,,,
146,90.jpg,white,surprise,43.0
147,91.jpg,white,happy,32.0
148,92.jpg,,,
149,93.jpg,,,
150,94.jpg,,,
151,95.jpg,,,
152,96.jpg,,,
153,97.jpg,,,
154,98.jpg,,,
155,99.jpg,white,neutral,25.0
