,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,happy,32.0
1,1.jpg,white,fear,31.0
2,10.jpg,white,happy,33.0
3,100.jpg,white,surprise,36.0
4,101.jpg,white,happy,30.0
5,102.jpg,white,happy,30.0
6,103.jpg,white,surprise,32.0
7,104.jpg,white,happy,31.0
8,105.jpg,white,surprise,32.0
9,106.jpg,white,happy,31.0
10,107.jpg,white,fear,28.0
11,108.jpg,white,happy,30.0
12,109.jpg,,,
13,11.jpg,white,happy,44.0
14,110.jpg,white,happy,28.0
15,111.jpg,white,happy,27.0
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,happy,31.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,white,happy,37.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,white,fear,28.0
40,134.jpg,white,fear,39.0
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,,,
47,140.jpg,white,happy,33.0
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,,,
52,145.jpg,white,surprise,26.0
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,white,neutral,29.0
57,15.jpg,,,
58,150.jpg,white,angry,39.0
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,,,
62,154.jpg,white,fear,32.0
63,155.jpg,white,fear,35.0
64,156.jpg,white,surprise,29.0
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,white,angry,40.0
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,white,sad,34.0
73,164.jpg,,,
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,white,surprise,30.0
77,168.jpg,,,
78,169.jpg,,,
79,17.jpg,white,fear,34.0
80,170.jpg,,,
81,171.jpg,,,
82,172.jpg,,,
83,173.jpg,,,
84,174.jpg,,,
85,175.jpg,,,
86,176.jpg,,,
87,177.jpg,white,surprise,32.0
88,178.jpg,white,fear,36.0
89,179.jpg,white,surprise,32.0
90,18.jpg,,,
91,180.jpg,white,fear,29.0
92,181.jpg,,,
93,182.jpg,,,
94,183.jpg,,,
95,184.jpg,white,surprise,33.0
96,185.jpg,white,fear,26.0
