,frame,dominant_race,dominant_emotion,age
0,0.jpg,middle eastern,sad,35.0
1,1.jpg,asian,neutral,26.0
2,10.jpg,asian,neutral,33.0
3,100.jpg,asian,neutral,34.0
4,101.jpg,asian,surprise,31.0
5,102.jpg,asian,sad,36.0
6,103.jpg,asian,surprise,26.0
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,asian,surprise,27.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,asian,angry,25.0
22,118.jpg,asian,surprise,29.0
23,119.jpg,asian,fear,25.0
24,12.jpg,white,sad,37.0
25,120.jpg,asian,angry,26.0
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,asian,surprise,25.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,white,fear,30.0
47,140.jpg,asian,surprise,25.0
48,141.jpg,white,angry,34.0
49,142.jpg,asian,surprise,26.0
50,143.jpg,asian,neutral,27.0
51,144.jpg,asian,fear,27.0
52,145.jpg,asian,surprise,25.0
53,146.jpg,asian,surprise,26.0
54,147.jpg,asian,surprise,25.0
55,148.jpg,asian,surprise,25.0
56,149.jpg,asian,surprise,26.0
57,15.jpg,,,
58,150.jpg,white,fear,32.0
59,151.jpg,asian,fear,27.0
60,152.jpg,asian,fear,31.0
61,153.jpg,,,
62,154.jpg,white,neutral,33.0
63,155.jpg,,,
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,,,
69,160.jpg,,,
70,17.jpg,,,
71,18.jpg,,,
72,19.jpg,,,
73,2.jpg,asian,surprise,30.0
74,20.jpg,,,
75,21.jpg,,,
76,22.jpg,,,
77,23.jpg,,,
78,24.jpg,,,
79,25.jpg,,,
80,26.jpg,,,
81,27.jpg,,,
82,28.jpg,,,
83,29.jpg,,,
84,3.jpg,white,sad,34.0
85,30.jpg,,,
86,31.jpg,,,
87,32.jpg,asian,surprise,26.0
88,33.jpg,asian,surprise,26.0
89,34.jpg,asian,surprise,26.0
90,35.jpg,asian,fear,26.0
91,36.jpg,white,fear,30.0
92,37.jpg,asian,surprise,28.0
93,38.jpg,asian,fear,33.0
94,39.jpg,asian,fear,25.0
95,4.jpg,asian,neutral,29.0
96,40.jpg,asian,surprise,25.0
97,41.jpg,,,
98,42.jpg,,,
99,43.jpg,,,
100,44.jpg,,,
101,45.jpg,,,
102,46.jpg,,,
103,47.jpg,,,
104,48.jpg,white,fear,41.0
105,49.jpg,,,
106,5.jpg,asian,fear,25.0
107,50.jpg,,,
108,51.jpg,white,fear,39.0
109,52.jpg,white,sad,25.0
110,53.jpg,white,sad,25.0
111,54.jpg,white,sad,25.0
112,55.jpg,white,neutral,25.0
113,56.jpg,white,sad,25.0
114,57.jpg,white,sad,25.0
115,58.jpg,,,
116,59.jpg,,,
117,6.jpg,white,fear,34.0
118,60.jpg,,,
119,61.jpg,,,
120,62.jpg,white,sad,25.0
121,63.jpg,,,
122,64.jpg,white,sad,26.0
123,65.jpg,,,
124,66.jpg,,,
125,67.jpg,,,
126,68.jpg,,,
127,69.jpg,,,
128,7.jpg,asian,surprise,26.0
129,70.jpg,,,
130,71.jpg,,,
131,72.jpg,,,
132,73.jpg,,,
133,74.jpg,,,
134,75.jpg,,,
135,76.jpg,,,
136,77.jpg,,,
137,78.jpg,,,
138,79.jpg,,,
139,8.jpg,white,fear,35.0
140,80.jpg,,,
141,81.jpg,white,sad,25.0
142,82.jpg,white,sad,24.0
143,83.jpg,,,
144,84.jpg,white,sad,25.0
145,85.jpg,,,
146,86.jpg,,,
147,87.jpg,,,
148,88.jpg,asian,fear,32.0
149,89.jpg,asian,surprise,28.0
150,9.jpg,middle eastern,sad,35.0
151,90.jpg,asian,surprise,24.0
152,91.jpg,,,
153,92.jpg,,,
154,93.jpg,,,
155,94.jpg,,,
156,95.jpg,,,
157,96.jpg,,,
158,97.jpg,,,
159,98.jpg,,,
160,99.jpg,,,
