,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,white,happy,39.0
2,10.jpg,white,fear,40.0
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,asian,sad,24.0
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,white,happy,39.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,sad,39.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,white,neutral,43.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,white,fear,35.0
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,white,sad,40.0
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,,,
62,154.jpg,,,
63,155.jpg,,,
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,white,sad,40.0
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,,,
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,,,
77,168.jpg,,,
78,169.jpg,,,
79,17.jpg,white,fear,38.0
80,170.jpg,,,
81,171.jpg,,,
82,172.jpg,,,
83,173.jpg,,,
84,174.jpg,,,
85,175.jpg,,,
86,176.jpg,,,
87,177.jpg,,,
88,178.jpg,,,
89,179.jpg,,,
90,18.jpg,white,surprise,42.0
91,180.jpg,,,
92,181.jpg,,,
93,182.jpg,,,
94,183.jpg,,,
95,184.jpg,,,
96,185.jpg,,,
97,186.jpg,,,
98,187.jpg,,,
99,188.jpg,,,
100,189.jpg,,,
101,19.jpg,white,neutral,45.0
102,190.jpg,,,
103,191.jpg,,,
104,192.jpg,,,
105,193.jpg,,,
106,194.jpg,,,
107,195.jpg,,,
108,196.jpg,,,
109,197.jpg,,,
110,198.jpg,white,sad,39.0
111,199.jpg,white,sad,43.0
112,2.jpg,white,sad,41.0
113,20.jpg,white,sad,35.0
114,200.jpg,white,happy,42.0
115,201.jpg,white,sad,38.0
116,202.jpg,white,sad,41.0
117,203.jpg,white,sad,26.0
118,204.jpg,white,sad,40.0
119,205.jpg,white,fear,37.0
120,206.jpg,white,sad,39.0
121,207.jpg,white,sad,44.0
122,208.jpg,,,
123,209.jpg,,,
124,21.jpg,white,sad,42.0
125,210.jpg,,,
126,211.jpg,,,
127,212.jpg,,,
128,213.jpg,,,
129,214.jpg,,,
130,215.jpg,,,
131,216.jpg,,,
132,217.jpg,,,
133,218.jpg,,,
134,219.jpg,,,
135,22.jpg,white,sad,40.0
136,220.jpg,,,
137,221.jpg,,,
138,222.jpg,,,
139,223.jpg,,,
140,224.jpg,,,
141,225.jpg,,,
142,226.jpg,,,
143,227.jpg,,,
144,228.jpg,,,
145,229.jpg,,,
146,23.jpg,white,sad,42.0
147,230.jpg,,,
148,231.jpg,,,
149,232.jpg,,,
150,233.jpg,,,
151,234.jpg,,,
152,235.jpg,,,
153,236.jpg,,,
154,24.jpg,white,fear,37.0
155,25.jpg,white,sad,41.0
156,26.jpg,white,sad,40.0
157,27.jpg,white,sad,42.0
158,28.jpg,white,sad,43.0
159,29.jpg,white,fear,36.0
160,3.jpg,white,sad,38.0
161,30.jpg,,,
162,31.jpg,,,
163,32.jpg,,,
164,33.jpg,,,
165,34.jpg,,,
166,35.jpg,,,
167,36.jpg,,,
168,37.jpg,,,
169,38.jpg,,,
170,39.jpg,,,
171,4.jpg,white,sad,41.0
172,40.jpg,,,
173,41.jpg,,,
174,42.jpg,,,
175,43.jpg,,,
176,44.jpg,,,
177,45.jpg,,,
178,46.jpg,,,
179,47.jpg,white,sad,35.0
180,48.jpg,white,fear,39.0
181,49.jpg,white,sad,41.0
182,5.jpg,white,sad,39.0
183,50.jpg,white,sad,41.0
184,51.jpg,white,fear,35.0
185,52.jpg,white,fear,37.0
186,53.jpg,white,sad,40.0
187,54.jpg,white,sad,36.0
188,55.jpg,white,sad,37.0
189,56.jpg,white,sad,39.0
190,57.jpg,white,neutral,26.0
191,58.jpg,white,sad,44.0
192,59.jpg,white,sad,38.0
193,6.jpg,white,sad,45.0
194,60.jpg,white,sad,36.0
195,61.jpg,white,sad,39.0
196,62.jpg,white,sad,40.0
197,63.jpg,white,surprise,38.0
198,64.jpg,white,sad,40.0
199,65.jpg,white,sad,40.0
200,66.jpg,white,surprise,39.0
201,67.jpg,white,sad,42.0
202,68.jpg,white,sad,35.0
203,69.jpg,white,sad,43.0
204,7.jpg,white,happy,34.0
205,70.jpg,white,sad,38.0
206,71.jpg,white,sad,39.0
207,72.jpg,white,sad,41.0
208,73.jpg,white,sad,40.0
209,74.jpg,white,sad,27.0
210,75.jpg,,,
211,76.jpg,,,
212,77.jpg,,,
213,78.jpg,,,
214,79.jpg,,,
215,8.jpg,white,sad,40.0
216,80.jpg,,,
217,81.jpg,,,
218,82.jpg,,,
219,83.jpg,,,
220,84.jpg,,,
221,85.jpg,,,
222,86.jpg,,,
223,87.jpg,,,
224,88.jpg,,,
225,89.jpg,,,
226,9.jpg,white,fear,39.0
227,90.jpg,,,
228,91.jpg,,,
229,92.jpg,,,
230,93.jpg,,,
231,94.jpg,,,
232,95.jpg,,,
233,96.jpg,,,
234,97.jpg,,,
235,98.jpg,,,
236,99.jpg,,,
