,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,neutral,28.0
1,1.jpg,white,neutral,31.0
2,10.jpg,,,
3,100.jpg,latino hispanic,fear,33.0
4,101.jpg,white,fear,28.0
5,102.jpg,white,happy,35.0
6,103.jpg,asian,sad,25.0
7,104.jpg,white,neutral,29.0
8,105.jpg,white,fear,29.0
9,106.jpg,asian,happy,29.0
10,107.jpg,,,
11,108.jpg,white,neutral,30.0
12,109.jpg,,,
13,11.jpg,,,
14,110.jpg,asian,angry,28.0
15,111.jpg,asian,angry,26.0
16,112.jpg,,,
17,113.jpg,asian,sad,27.0
18,114.jpg,white,sad,27.0
19,115.jpg,,,
20,116.jpg,white,fear,26.0
21,117.jpg,,,
22,118.jpg,white,happy,30.0
23,119.jpg,,,
24,12.jpg,,,
25,120.jpg,,,
26,121.jpg,white,neutral,36.0
27,122.jpg,white,fear,27.0
28,123.jpg,,,
29,124.jpg,asian,sad,28.0
30,125.jpg,,,
31,126.jpg,white,neutral,29.0
32,127.jpg,white,neutral,32.0
33,128.jpg,white,fear,27.0
34,129.jpg,,,
35,13.jpg,asian,sad,28.0
36,130.jpg,asian,fear,35.0
37,131.jpg,white,neutral,22.0
38,132.jpg,white,neutral,23.0
39,133.jpg,white,neutral,23.0
40,134.jpg,white,neutral,23.0
41,135.jpg,,,
42,136.jpg,white,fear,31.0
43,137.jpg,asian,fear,23.0
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,,,
47,140.jpg,,,
48,141.jpg,white,surprise,30.0
49,142.jpg,asian,neutral,31.0
50,143.jpg,,,
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,,,
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,white,fear,33.0
61,153.jpg,white,sad,31.0
62,154.jpg,white,happy,29.0
63,155.jpg,asian,neutral,33.0
64,156.jpg,,,
65,157.jpg,white,surprise,32.0
66,158.jpg,,,
67,159.jpg,asian,fear,24.0
68,16.jpg,,,
69,160.jpg,asian,sad,28.0
70,161.jpg,white,sad,26.0
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,white,fear,30.0
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,white,neutral,31.0
77,168.jpg,white,fear,26.0
78,169.jpg,,,
79,17.jpg,white,fear,29.0
80,170.jpg,,,
81,171.jpg,white,sad,25.0
82,172.jpg,white,neutral,29.0
83,173.jpg,white,sad,24.0
84,174.jpg,white,happy,30.0
85,175.jpg,white,fear,30.0
86,176.jpg,white,happy,31.0
87,177.jpg,white,fear,30.0
88,178.jpg,,,
89,179.jpg,,,
90,18.jpg,white,happy,29.0
91,180.jpg,,,
92,181.jpg,,,
93,182.jpg,asian,sad,26.0
94,183.jpg,white,neutral,34.0
95,184.jpg,asian,fear,34.0
96,185.jpg,white,happy,29.0
97,186.jpg,white,fear,29.0
98,187.jpg,white,sad,26.0
99,188.jpg,,,
100,189.jpg,,,
101,19.jpg,,,
102,190.jpg,,,
103,191.jpg,,,
104,192.jpg,white,happy,30.0
105,193.jpg,white,neutral,31.0
106,194.jpg,,,
107,195.jpg,white,sad,26.0
108,196.jpg,white,angry,43.0
109,197.jpg,white,angry,42.0
110,198.jpg,white,angry,35.0
111,199.jpg,white,neutral,39.0
112,2.jpg,white,happy,31.0
113,20.jpg,,,
114,200.jpg,white,neutral,39.0
115,201.jpg,white,angry,33.0
116,202.jpg,white,happy,40.0
117,203.jpg,white,sad,28.0
118,204.jpg,white,angry,31.0
119,205.jpg,white,fear,30.0
120,206.jpg,white,happy,31.0
121,207.jpg,white,happy,28.0
122,208.jpg,,,
123,209.jpg,,,
124,21.jpg,white,fear,27.0
125,210.jpg,,,
126,22.jpg,,,
127,23.jpg,white,happy,28.0
128,24.jpg,white,happy,29.0
129,25.jpg,,,
130,26.jpg,white,happy,28.0
131,27.jpg,white,fear,32.0
132,28.jpg,white,fear,30.0
133,29.jpg,white,neutral,29.0
134,3.jpg,latino hispanic,neutral,33.0
135,30.jpg,white,happy,31.0
136,31.jpg,asian,happy,32.0
137,32.jpg,,,
138,33.jpg,white,fear,30.0
139,34.jpg,white,fear,30.0
140,35.jpg,white,fear,27.0
141,36.jpg,,,
142,37.jpg,white,neutral,33.0
143,38.jpg,,,
144,39.jpg,,,
145,4.jpg,,,
146,40.jpg,,,
147,41.jpg,white,angry,33.0
148,42.jpg,,,
149,43.jpg,white,happy,31.0
150,44.jpg,white,neutral,29.0
151,45.jpg,white,fear,26.0
152,46.jpg,,,
153,47.jpg,,,
154,48.jpg,white,fear,28.0
155,49.jpg,,,
156,5.jpg,,,
157,50.jpg,,,
158,51.jpg,,,
159,52.jpg,,,
160,53.jpg,,,
161,54.jpg,,,
162,55.jpg,,,
163,56.jpg,latino hispanic,sad,31.0
164,57.jpg,white,fear,34.0
165,58.jpg,white,neutral,29.0
166,59.jpg,,,
167,6.jpg,,,
168,60.jpg,white,fear,32.0
169,61.jpg,asian,sad,30.0
170,62.jpg,white,fear,31.0
171,63.jpg,,,
172,64.jpg,,,
173,65.jpg,,,
174,66.jpg,,,
175,67.jpg,,,
176,68.jpg,,,
177,69.jpg,,,
178,7.jpg,,,
179,70.jpg,white,happy,29.0
180,71.jpg,,,
181,72.jpg,,,
182,73.jpg,,,
183,74.jpg,white,neutral,28.0
184,75.jpg,white,sad,28.0
185,76.jpg,,,
186,77.jpg,white,sad,27.0
187,78.jpg,,,
188,79.jpg,,,
189,8.jpg,,,
190,80.jpg,asian,fear,24.0
191,81.jpg,white,sad,26.0
192,82.jpg,white,neutral,28.0
193,83.jpg,asian,sad,26.0
194,84.jpg,white,neutral,30.0
195,85.jpg,white,fear,31.0
196,86.jpg,,,
197,87.jpg,latino hispanic,fear,33.0
198,88.jpg,white,happy,29.0
199,89.jpg,,,
200,9.jpg,,,
201,90.jpg,white,happy,29.0
202,91.jpg,white,happy,27.0
203,92.jpg,white,happy,27.0
204,93.jpg,,,
205,94.jpg,,,
206,95.jpg,,,
207,96.jpg,white,neutral,28.0
208,97.jpg,white,neutral,29.0
209,98.jpg,,,
210,99.jpg,,,
