,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,,,
3,100.jpg,white,fear,36.0
4,101.jpg,white,sad,35.0
5,102.jpg,white,happy,35.0
6,103.jpg,white,neutral,36.0
7,104.jpg,latino hispanic,fear,34.0
8,105.jpg,white,happy,37.0
9,106.jpg,white,sad,39.0
10,107.jpg,white,fear,33.0
11,108.jpg,white,sad,39.0
12,109.jpg,white,fear,35.0
13,11.jpg,,,
14,110.jpg,white,surprise,35.0
15,111.jpg,white,surprise,37.0
16,112.jpg,asian,neutral,28.0
17,113.jpg,white,sad,31.0
18,114.jpg,middle eastern,neutral,39.0
19,115.jpg,white,neutral,31.0
20,116.jpg,white,neutral,34.0
21,117.jpg,white,neutral,37.0
22,118.jpg,white,sad,32.0
23,119.jpg,white,fear,35.0
24,12.jpg,,,
25,120.jpg,white,neutral,31.0
26,121.jpg,white,fear,36.0
27,122.jpg,white,happy,37.0
28,123.jpg,white,happy,39.0
29,124.jpg,white,sad,37.0
30,125.jpg,white,neutral,33.0
31,126.jpg,white,happy,38.0
32,127.jpg,white,neutral,33.0
33,128.jpg,asian,fear,35.0
34,129.jpg,white,sad,33.0
35,13.jpg,white,neutral,37.0
36,130.jpg,white,sad,37.0
37,131.jpg,white,happy,37.0
38,132.jpg,white,happy,32.0
39,133.jpg,white,happy,38.0
40,134.jpg,white,neutral,35.0
41,135.jpg,white,fear,33.0
42,136.jpg,white,sad,35.0
43,137.jpg,white,happy,36.0
44,138.jpg,white,happy,32.0
45,139.jpg,white,happy,36.0
46,14.jpg,white,sad,37.0
47,140.jpg,white,happy,30.0
48,141.jpg,white,neutral,35.0
49,142.jpg,,,
50,143.jpg,white,fear,33.0
51,144.jpg,white,neutral,36.0
52,145.jpg,white,fear,33.0
53,146.jpg,white,surprise,33.0
54,147.jpg,white,fear,34.0
55,148.jpg,asian,neutral,36.0
56,149.jpg,white,sad,32.0
57,15.jpg,white,fear,36.0
58,150.jpg,white,neutral,34.0
59,151.jpg,white,happy,38.0
60,152.jpg,white,happy,31.0
61,153.jpg,white,sad,34.0
62,154.jpg,white,neutral,36.0
63,155.jpg,white,neutral,36.0
64,156.jpg,asian,sad,39.0
65,157.jpg,asian,happy,36.0
