,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,happy,33.0
1,1.jpg,white,surprise,37.0
2,10.jpg,white,angry,39.0
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,white,angry,35.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,fear,39.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,white,fear,39.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,white,sad,35.0
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,white,neutral,39.0
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,,,
62,154.jpg,,,
63,155.jpg,,,
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,white,happy,36.0
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,,,
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,,,
77,168.jpg,,,
78,169.jpg,,,
79,17.jpg,white,neutral,39.0
80,170.jpg,,,
81,171.jpg,,,
82,172.jpg,,,
83,173.jpg,,,
84,174.jpg,,,
85,175.jpg,,,
86,176.jpg,,,
87,177.jpg,,,
88,178.jpg,,,
89,179.jpg,,,
90,18.jpg,white,fear,37.0
91,180.jpg,,,
92,181.jpg,,,
93,182.jpg,,,
94,183.jpg,,,
95,184.jpg,,,
96,185.jpg,,,
97,186.jpg,,,
98,187.jpg,,,
99,188.jpg,,,
100,189.jpg,,,
101,19.jpg,white,angry,44.0
102,190.jpg,,,
103,191.jpg,,,
104,192.jpg,,,
105,193.jpg,,,
106,194.jpg,,,
107,195.jpg,,,
108,196.jpg,,,
109,197.jpg,,,
110,198.jpg,,,
111,199.jpg,,,
112,2.jpg,white,neutral,36.0
113,20.jpg,white,happy,39.0
114,200.jpg,,,
115,201.jpg,,,
116,202.jpg,,,
117,203.jpg,,,
118,204.jpg,,,
119,205.jpg,,,
120,206.jpg,,,
121,207.jpg,,,
122,208.jpg,white,happy,31.0
123,209.jpg,,,
124,21.jpg,white,angry,38.0
125,210.jpg,,,
126,211.jpg,,,
127,212.jpg,,,
128,213.jpg,,,
129,214.jpg,,,
130,215.jpg,,,
131,216.jpg,,,
132,217.jpg,,,
133,218.jpg,,,
134,219.jpg,,,
135,22.jpg,white,fear,39.0
136,220.jpg,,,
137,221.jpg,,,
138,222.jpg,,,
139,223.jpg,,,
140,224.jpg,,,
141,225.jpg,,,
142,226.jpg,,,
143,227.jpg,,,
144,228.jpg,,,
145,229.jpg,,,
146,23.jpg,white,fear,32.0
147,230.jpg,,,
148,231.jpg,,,
149,232.jpg,,,
150,233.jpg,,,
151,234.jpg,,,
152,235.jpg,,,
153,236.jpg,,,
154,237.jpg,,,
155,238.jpg,,,
156,239.jpg,,,
157,24.jpg,white,happy,28.0
158,240.jpg,,,
159,241.jpg,,,
160,242.jpg,,,
161,243.jpg,,,
162,244.jpg,,,
163,245.jpg,,,
164,246.jpg,,,
165,247.jpg,,,
166,248.jpg,,,
167,249.jpg,,,
168,25.jpg,,,
169,250.jpg,,,
170,251.jpg,,,
171,252.jpg,,,
172,253.jpg,,,
173,254.jpg,,,
174,255.jpg,,,
175,256.jpg,,,
176,257.jpg,white,happy,30.0
177,258.jpg,white,fear,33.0
178,259.jpg,white,fear,39.0
179,26.jpg,,,
180,260.jpg,white,angry,39.0
181,261.jpg,white,neutral,36.0
182,262.jpg,white,fear,39.0
183,263.jpg,white,sad,38.0
184,264.jpg,white,sad,39.0
185,265.jpg,white,happy,37.0
186,266.jpg,white,happy,30.0
187,27.jpg,,,
188,28.jpg,,,
189,29.jpg,,,
190,3.jpg,white,neutral,39.0
191,30.jpg,,,
192,31.jpg,,,
193,32.jpg,white,neutral,26.0
194,33.jpg,white,neutral,26.0
195,34.jpg,,,
196,35.jpg,,,
197,36.jpg,,,
198,37.jpg,,,
199,38.jpg,,,
200,39.jpg,,,
201,4.jpg,white,angry,39.0
202,40.jpg,,,
203,41.jpg,,,
204,42.jpg,,,
205,43.jpg,,,
206,44.jpg,,,
207,45.jpg,,,
208,46.jpg,,,
209,47.jpg,,,
210,48.jpg,,,
211,49.jpg,,,
212,5.jpg,white,fear,35.0
213,50.jpg,,,
214,51.jpg,,,
215,52.jpg,,,
216,53.jpg,,,
217,54.jpg,,,
218,55.jpg,,,
219,56.jpg,,,
220,57.jpg,,,
221,58.jpg,black,sad,23.0
222,59.jpg,,,
223,6.jpg,white,neutral,39.0
224,60.jpg,,,
225,61.jpg,,,
226,62.jpg,,,
227,63.jpg,,,
228,64.jpg,,,
229,65.jpg,,,
230,66.jpg,,,
231,67.jpg,,,
232,68.jpg,,,
233,69.jpg,,,
234,7.jpg,white,happy,37.0
235,70.jpg,,,
236,71.jpg,,,
237,72.jpg,,,
238,73.jpg,,,
239,74.jpg,,,
240,75.jpg,,,
241,76.jpg,,,
242,77.jpg,,,
243,78.jpg,,,
244,79.jpg,,,
245,8.jpg,white,sad,37.0
246,80.jpg,,,
247,81.jpg,,,
248,82.jpg,,,
249,83.jpg,,,
250,84.jpg,,,
251,85.jpg,,,
252,86.jpg,,,
253,87.jpg,,,
254,88.jpg,,,
255,89.jpg,,,
256,9.jpg,white,sad,39.0
257,90.jpg,,,
258,91.jpg,,,
259,92.jpg,,,
260,93.jpg,,,
261,94.jpg,,,
262,95.jpg,,,
263,96.jpg,,,
264,97.jpg,,,
265,98.jpg,,,
266,99.jpg,,,
