,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,,,
3,100.jpg,white,neutral,32.0
4,101.jpg,white,neutral,31.0
5,102.jpg,asian,neutral,31.0
6,103.jpg,white,angry,31.0
7,104.jpg,white,neutral,32.0
8,105.jpg,white,neutral,31.0
9,106.jpg,white,neutral,32.0
10,107.jpg,white,neutral,34.0
11,108.jpg,white,neutral,29.0
12,109.jpg,white,sad,33.0
13,11.jpg,,,
14,110.jpg,white,fear,35.0
15,111.jpg,white,angry,32.0
16,112.jpg,white,fear,33.0
17,113.jpg,white,neutral,32.0
18,114.jpg,white,neutral,34.0
19,115.jpg,white,neutral,31.0
20,116.jpg,asian,neutral,32.0
21,117.jpg,white,neutral,30.0
22,118.jpg,white,neutral,31.0
23,119.jpg,white,sad,35.0
24,12.jpg,,,
25,120.jpg,white,neutral,33.0
26,121.jpg,white,neutral,36.0
27,122.jpg,white,neutral,31.0
28,123.jpg,asian,neutral,33.0
29,124.jpg,white,fear,32.0
30,125.jpg,white,fear,34.0
31,126.jpg,asian,neutral,31.0
32,127.jpg,asian,fear,33.0
33,128.jpg,white,neutral,34.0
34,129.jpg,asian,neutral,32.0
35,13.jpg,,,
36,130.jpg,asian,neutral,34.0
37,131.jpg,white,neutral,31.0
38,132.jpg,white,neutral,36.0
39,133.jpg,white,neutral,33.0
40,134.jpg,white,neutral,33.0
41,135.jpg,white,neutral,31.0
42,136.jpg,white,fear,31.0
43,137.jpg,asian,neutral,31.0
44,138.jpg,white,fear,36.0
45,139.jpg,white,fear,33.0
46,14.jpg,,,
47,140.jpg,white,neutral,31.0
48,141.jpg,asian,neutral,32.0
49,142.jpg,white,sad,37.0
50,143.jpg,white,neutral,32.0
51,144.jpg,white,fear,31.0
52,145.jpg,white,sad,36.0
53,146.jpg,white,neutral,31.0
54,147.jpg,white,fear,31.0
55,148.jpg,asian,fear,32.0
56,149.jpg,white,neutral,37.0
57,15.jpg,,,
58,150.jpg,white,neutral,34.0
59,151.jpg,white,fear,33.0
60,152.jpg,white,neutral,34.0
61,153.jpg,white,fear,32.0
62,154.jpg,asian,neutral,31.0
63,155.jpg,white,fear,30.0
64,156.jpg,white,neutral,33.0
65,157.jpg,white,neutral,25.0
