,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,angry,35.0
1,1.jpg,white,angry,39.0
2,10.jpg,white,angry,39.0
3,100.jpg,white,disgust,39.0
4,101.jpg,white,angry,36.0
5,102.jpg,,,
6,103.jpg,white,angry,39.0
7,104.jpg,white,angry,35.0
8,105.jpg,white,fear,39.0
9,106.jpg,white,angry,39.0
10,107.jpg,white,angry,35.0
11,108.jpg,white,angry,35.0
12,109.jpg,white,angry,35.0
13,11.jpg,white,angry,38.0
14,110.jpg,white,angry,39.0
15,111.jpg,white,angry,39.0
16,112.jpg,white,neutral,37.0
17,113.jpg,latino hispanic,sad,30.0
18,114.jpg,white,disgust,35.0
19,115.jpg,white,fear,37.0
20,116.jpg,white,fear,35.0
21,117.jpg,white,angry,35.0
22,118.jpg,white,angry,36.0
23,119.jpg,white,angry,39.0
24,12.jpg,white,angry,35.0
25,120.jpg,white,angry,35.0
26,121.jpg,white,angry,39.0
27,122.jpg,white,angry,36.0
28,123.jpg,white,angry,36.0
29,124.jpg,white,angry,39.0
30,125.jpg,white,angry,37.0
31,126.jpg,white,angry,35.0
32,127.jpg,white,angry,35.0
33,128.jpg,white,angry,35.0
34,129.jpg,white,angry,35.0
35,13.jpg,white,neutral,39.0
36,130.jpg,white,angry,35.0
37,131.jpg,white,sad,29.0
38,132.jpg,white,angry,35.0
39,133.jpg,white,neutral,39.0
40,134.jpg,white,angry,36.0
41,135.jpg,white,angry,25.0
42,136.jpg,white,angry,39.0
43,137.jpg,white,fear,28.0
44,138.jpg,white,angry,36.0
45,139.jpg,white,angry,36.0
46,14.jpg,white,angry,39.0
47,140.jpg,white,angry,35.0
48,141.jpg,white,angry,37.0
49,142.jpg,white,disgust,37.0
50,143.jpg,white,angry,35.0
51,144.jpg,white,angry,39.0
52,145.jpg,white,angry,35.0
53,146.jpg,white,fear,39.0
54,147.jpg,white,angry,39.0
55,148.jpg,white,sad,26.0
56,149.jpg,white,angry,36.0
57,15.jpg,white,angry,39.0
58,150.jpg,white,angry,37.0
59,151.jpg,white,angry,35.0
60,152.jpg,white,disgust,39.0
61,153.jpg,white,angry,39.0
62,154.jpg,white,angry,39.0
63,155.jpg,white,angry,39.0
64,156.jpg,white,angry,35.0
65,157.jpg,white,angry,35.0
66,158.jpg,white,angry,39.0
67,159.jpg,white,angry,39.0
68,16.jpg,white,angry,39.0
69,160.jpg,white,angry,39.0
70,161.jpg,white,disgust,36.0
71,162.jpg,white,fear,40.0
72,163.jpg,white,angry,39.0
73,164.jpg,white,angry,39.0
74,165.jpg,white,angry,38.0
75,166.jpg,white,angry,39.0
76,167.jpg,white,sad,28.0
77,168.jpg,white,angry,35.0
78,169.jpg,white,neutral,41.0
79,17.jpg,white,angry,39.0
80,170.jpg,white,angry,39.0
81,171.jpg,white,angry,39.0
82,172.jpg,white,angry,39.0
83,173.jpg,white,angry,35.0
84,174.jpg,white,surprise,25.0
85,175.jpg,white,angry,36.0
86,176.jpg,white,angry,33.0
87,177.jpg,white,angry,39.0
88,178.jpg,white,angry,35.0
89,179.jpg,white,angry,36.0
90,18.jpg,white,angry,35.0
91,180.jpg,white,sad,39.0
92,181.jpg,white,angry,39.0
93,182.jpg,white,surprise,34.0
94,183.jpg,white,surprise,32.0
95,184.jpg,white,angry,35.0
96,185.jpg,white,neutral,35.0
97,186.jpg,white,angry,39.0
98,187.jpg,white,angry,39.0
99,188.jpg,white,angry,35.0
100,189.jpg,white,angry,39.0
101,19.jpg,white,angry,39.0
102,190.jpg,white,angry,39.0
103,191.jpg,white,angry,35.0
104,192.jpg,white,angry,36.0
105,193.jpg,white,angry,33.0
106,194.jpg,white,happy,39.0
107,195.jpg,white,fear,34.0
108,196.jpg,white,angry,39.0
109,197.jpg,white,angry,37.0
110,198.jpg,white,angry,35.0
111,199.jpg,white,angry,34.0
112,2.jpg,white,happy,32.0
113,20.jpg,white,angry,39.0
114,200.jpg,white,angry,39.0
115,201.jpg,white,angry,39.0
116,202.jpg,white,angry,39.0
117,203.jpg,white,angry,39.0
118,204.jpg,white,angry,39.0
119,205.jpg,white,angry,36.0
120,206.jpg,white,angry,39.0
121,207.jpg,white,angry,39.0
122,208.jpg,asian,neutral,34.0
123,209.jpg,white,angry,39.0
124,21.jpg,white,angry,39.0
125,210.jpg,white,surprise,37.0
126,211.jpg,white,angry,39.0
127,212.jpg,asian,sad,33.0
128,213.jpg,white,angry,35.0
129,214.jpg,white,angry,39.0
130,215.jpg,white,angry,35.0
131,216.jpg,white,angry,34.0
132,217.jpg,white,angry,39.0
133,218.jpg,white,angry,35.0
134,219.jpg,white,angry,36.0
135,22.jpg,white,angry,39.0
136,220.jpg,white,angry,36.0
137,221.jpg,white,angry,39.0
138,222.jpg,white,angry,36.0
139,223.jpg,white,angry,39.0
140,224.jpg,white,angry,39.0
141,225.jpg,white,angry,39.0
142,226.jpg,white,angry,39.0
143,227.jpg,white,angry,39.0
144,228.jpg,white,angry,39.0
145,229.jpg,white,angry,39.0
146,23.jpg,white,angry,39.0
147,24.jpg,latino hispanic,happy,32.0
148,25.jpg,white,angry,39.0
149,26.jpg,white,angry,36.0
150,27.jpg,white,fear,39.0
151,28.jpg,white,angry,37.0
152,29.jpg,white,angry,39.0
153,3.jpg,white,angry,35.0
154,30.jpg,white,angry,36.0
155,31.jpg,white,angry,39.0
156,32.jpg,white,fear,39.0
157,33.jpg,asian,neutral,33.0
158,34.jpg,white,angry,36.0
159,35.jpg,white,neutral,34.0
160,36.jpg,white,neutral,38.0
161,37.jpg,white,angry,39.0
162,38.jpg,white,angry,37.0
163,39.jpg,white,angry,43.0
164,4.jpg,white,angry,39.0
165,40.jpg,white,angry,36.0
166,41.jpg,white,angry,39.0
167,42.jpg,white,neutral,36.0
168,43.jpg,white,angry,39.0
169,44.jpg,white,disgust,36.0
170,45.jpg,white,angry,39.0
171,46.jpg,white,angry,34.0
172,47.jpg,white,angry,39.0
173,48.jpg,white,fear,39.0
174,49.jpg,white,angry,39.0
175,5.jpg,white,angry,35.0
176,50.jpg,white,neutral,34.0
