,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,black,fear,29.0
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,white,sad,49.0
6,103.jpg,white,fear,45.0
7,104.jpg,white,neutral,41.0
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,white,sad,26.0
11,108.jpg,,,
12,109.jpg,white,neutral,29.0
13,11.jpg,black,sad,32.0
14,110.jpg,white,sad,31.0
15,111.jpg,white,happy,39.0
16,112.jpg,,,
17,113.jpg,white,happy,37.0
18,114.jpg,white,sad,33.0
19,115.jpg,white,sad,32.0
20,116.jpg,white,neutral,30.0
21,117.jpg,white,neutral,32.0
22,118.jpg,latino hispanic,angry,33.0
23,119.jpg,white,fear,35.0
24,12.jpg,,,
25,120.jpg,latino hispanic,sad,33.0
26,121.jpg,white,fear,39.0
27,122.jpg,white,happy,39.0
28,123.jpg,asian,fear,35.0
29,124.jpg,white,neutral,33.0
30,125.jpg,latino hispanic,neutral,33.0
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,,,
36,130.jpg,,,
37,131.jpg,middle eastern,sad,26.0
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,white,neutral,30.0
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,white,sad,30.0
46,14.jpg,,,
47,140.jpg,latino hispanic,sad,33.0
48,141.jpg,white,fear,32.0
49,142.jpg,latino hispanic,angry,33.0
50,143.jpg,white,neutral,24.0
51,144.jpg,white,angry,23.0
52,145.jpg,white,angry,28.0
53,146.jpg,white,angry,36.0
54,147.jpg,white,angry,27.0
55,148.jpg,white,fear,39.0
56,149.jpg,white,angry,32.0
57,15.jpg,,,
58,150.jpg,white,angry,39.0
59,151.jpg,white,angry,34.0
60,152.jpg,white,angry,35.0
61,153.jpg,asian,neutral,29.0
62,154.jpg,white,fear,36.0
63,155.jpg,white,fear,33.0
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,,,
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,,,
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,,,
77,168.jpg,,,
78,169.jpg,,,
79,17.jpg,,,
80,170.jpg,,,
81,171.jpg,,,
82,172.jpg,,,
83,18.jpg,,,
84,19.jpg,,,
85,2.jpg,,,
86,20.jpg,,,
87,21.jpg,,,
88,22.jpg,,,
89,23.jpg,,,
90,24.jpg,,,
91,25.jpg,white,happy,32.0
92,26.jpg,white,fear,30.0
93,27.jpg,asian,happy,32.0
94,28.jpg,white,neutral,32.0
95,29.jpg,white,neutral,33.0
96,3.jpg,,,
97,30.jpg,white,fear,29.0
98,31.jpg,latino hispanic,sad,30.0
99,32.jpg,latino hispanic,sad,32.0
100,33.jpg,,,
101,34.jpg,,,
102,35.jpg,,,
103,36.jpg,white,angry,30.0
104,37.jpg,,,
105,38.jpg,,,
106,39.jpg,,,
107,4.jpg,,,
108,40.jpg,asian,fear,41.0
109,41.jpg,white,neutral,29.0
110,42.jpg,,,
111,43.jpg,,,
112,44.jpg,,,
113,45.jpg,,,
114,46.jpg,,,
115,47.jpg,latino hispanic,happy,44.0
116,48.jpg,white,neutral,47.0
117,49.jpg,,,
118,5.jpg,,,
119,50.jpg,,,
120,51.jpg,white,sad,35.0
121,52.jpg,black,neutral,41.0
122,53.jpg,,,
123,54.jpg,,,
124,55.jpg,,,
125,56.jpg,white,neutral,30.0
126,57.jpg,black,neutral,33.0
127,58.jpg,black,sad,32.0
128,59.jpg,black,sad,32.0
129,6.jpg,,,
130,60.jpg,black,neutral,34.0
131,61.jpg,,,
132,62.jpg,,,
133,63.jpg,,,
134,64.jpg,white,fear,33.0
135,65.jpg,latino hispanic,sad,33.0
136,66.jpg,latino hispanic,neutral,33.0
137,67.jpg,white,fear,38.0
138,68.jpg,white,fear,37.0
139,69.jpg,white,angry,37.0
140,7.jpg,,,
141,70.jpg,asian,sad,37.0
142,71.jpg,,,
143,72.jpg,,,
144,73.jpg,,,
145,74.jpg,,,
146,75.jpg,,,
147,76.jpg,white,fear,35.0
148,77.jpg,white,fear,37.0
149,78.jpg,white,surprise,32.0
150,79.jpg,white,fear,39.0
151,8.jpg,,,
152,80.jpg,,,
153,81.jpg,,,
154,82.jpg,,,
155,83.jpg,,,
156,84.jpg,white,neutral,34.0
157,85.jpg,white,happy,38.0
158,86.jpg,white,happy,37.0
159,87.jpg,white,sad,35.0
160,88.jpg,white,happy,32.0
161,89.jpg,white,angry,33.0
162,9.jpg,,,
163,90.jpg,white,sad,44.0
164,91.jpg,,,
165,92.jpg,,,
166,93.jpg,,,
167,94.jpg,,,
168,95.jpg,,,
169,96.jpg,,,
170,97.jpg,,,
171,98.jpg,,,
172,99.jpg,white,sad,37.0
