,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,white,fear,36.0
3,100.jpg,white,angry,26.0
4,101.jpg,white,neutral,26.0
5,102.jpg,white,happy,39.0
6,103.jpg,white,fear,36.0
7,104.jpg,white,neutral,25.0
8,105.jpg,white,sad,34.0
9,106.jpg,white,disgust,35.0
10,107.jpg,white,fear,33.0
11,108.jpg,white,neutral,33.0
12,109.jpg,white,sad,36.0
13,11.jpg,white,fear,25.0
14,110.jpg,asian,happy,34.0
15,111.jpg,white,neutral,34.0
16,112.jpg,white,angry,31.0
17,113.jpg,white,happy,38.0
18,114.jpg,white,fear,37.0
19,115.jpg,white,sad,38.0
20,116.jpg,white,fear,36.0
21,117.jpg,white,surprise,27.0
22,118.jpg,white,neutral,25.0
23,119.jpg,white,happy,26.0
24,12.jpg,white,angry,24.0
25,120.jpg,white,fear,36.0
26,121.jpg,white,fear,34.0
27,122.jpg,white,angry,26.0
28,123.jpg,white,happy,37.0
29,124.jpg,white,neutral,25.0
30,125.jpg,white,happy,35.0
31,126.jpg,white,fear,35.0
32,127.jpg,white,fear,24.0
33,128.jpg,white,surprise,25.0
34,129.jpg,white,fear,39.0
35,13.jpg,white,sad,36.0
36,130.jpg,white,neutral,25.0
37,131.jpg,white,happy,34.0
38,132.jpg,white,fear,37.0
39,133.jpg,white,neutral,32.0
40,134.jpg,white,sad,36.0
41,135.jpg,white,happy,32.0
42,136.jpg,asian,neutral,36.0
43,137.jpg,white,sad,34.0
44,138.jpg,white,fear,33.0
45,139.jpg,white,fear,33.0
46,14.jpg,white,angry,26.0
47,140.jpg,white,neutral,32.0
48,141.jpg,asian,fear,33.0
49,142.jpg,white,fear,34.0
50,143.jpg,white,sad,36.0
51,144.jpg,white,neutral,33.0
52,145.jpg,white,fear,35.0
53,146.jpg,white,fear,36.0
54,147.jpg,white,neutral,36.0
55,148.jpg,white,angry,28.0
56,149.jpg,white,happy,36.0
57,15.jpg,white,happy,39.0
58,150.jpg,white,fear,29.0
59,151.jpg,white,fear,39.0
60,152.jpg,white,neutral,37.0
61,153.jpg,white,fear,34.0
62,154.jpg,white,fear,35.0
63,155.jpg,white,fear,31.0
64,156.jpg,white,fear,35.0
