,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,neutral,34.0
1,1.jpg,white,neutral,34.0
2,10.jpg,white,neutral,35.0
3,100.jpg,white,neutral,32.0
4,101.jpg,white,sad,34.0
5,102.jpg,white,happy,33.0
6,103.jpg,white,neutral,34.0
7,104.jpg,white,sad,33.0
8,105.jpg,latino hispanic,fear,39.0
9,106.jpg,white,neutral,33.0
10,107.jpg,white,sad,34.0
11,108.jpg,latino hispanic,fear,36.0
12,109.jpg,latino hispanic,fear,39.0
13,11.jpg,white,neutral,33.0
14,110.jpg,white,neutral,32.0
15,111.jpg,white,happy,32.0
16,112.jpg,white,neutral,32.0
17,113.jpg,white,neutral,32.0
18,114.jpg,white,neutral,31.0
19,115.jpg,white,happy,32.0
20,116.jpg,white,happy,32.0
21,117.jpg,white,neutral,32.0
22,118.jpg,white,neutral,35.0
23,119.jpg,white,fear,39.0
24,12.jpg,white,neutral,35.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,13.jpg,white,neutral,33.0
31,14.jpg,white,neutral,34.0
32,15.jpg,white,happy,30.0
33,16.jpg,white,neutral,33.0
34,17.jpg,white,neutral,34.0
35,18.jpg,latino hispanic,happy,39.0
36,19.jpg,latino hispanic,happy,38.0
37,2.jpg,latino hispanic,fear,39.0
38,20.jpg,white,neutral,31.0
39,21.jpg,latino hispanic,happy,39.0
40,22.jpg,white,happy,31.0
41,23.jpg,white,happy,31.0
42,24.jpg,white,happy,31.0
43,25.jpg,latino hispanic,happy,39.0
44,26.jpg,white,neutral,33.0
45,27.jpg,white,neutral,33.0
46,28.jpg,latino hispanic,fear,39.0
47,29.jpg,white,happy,31.0
48,3.jpg,latino hispanic,happy,39.0
49,30.jpg,white,sad,33.0
50,31.jpg,white,neutral,32.0
51,32.jpg,white,neutral,32.0
52,33.jpg,white,neutral,32.0
53,34.jpg,white,neutral,32.0
54,35.jpg,white,neutral,32.0
55,36.jpg,white,neutral,32.0
56,37.jpg,latino hispanic,fear,38.0
57,38.jpg,white,happy,32.0
58,39.jpg,white,happy,32.0
59,4.jpg,white,neutral,33.0
60,40.jpg,white,neutral,33.0
61,41.jpg,white,neutral,33.0
62,42.jpg,latino hispanic,fear,39.0
63,43.jpg,white,neutral,32.0
64,44.jpg,white,neutral,32.0
65,45.jpg,white,neutral,32.0
66,46.jpg,white,neutral,34.0
67,47.jpg,white,neutral,32.0
68,48.jpg,white,neutral,33.0
69,49.jpg,white,sad,32.0
70,5.jpg,white,neutral,35.0
71,50.jpg,white,happy,32.0
72,51.jpg,white,sad,31.0
73,52.jpg,white,happy,33.0
74,53.jpg,white,happy,32.0
75,54.jpg,white,neutral,33.0
76,55.jpg,white,happy,32.0
77,56.jpg,white,neutral,32.0
78,57.jpg,latino hispanic,fear,39.0
79,58.jpg,white,neutral,33.0
80,59.jpg,white,neutral,32.0
81,6.jpg,white,happy,32.0
82,60.jpg,white,fear,35.0
83,61.jpg,latino hispanic,fear,39.0
84,62.jpg,latino hispanic,fear,38.0
85,63.jpg,white,neutral,33.0
86,64.jpg,white,happy,39.0
87,65.jpg,white,neutral,33.0
88,66.jpg,white,neutral,33.0
89,67.jpg,latino hispanic,fear,38.0
90,68.jpg,white,neutral,33.0
91,69.jpg,white,neutral,32.0
92,7.jpg,white,neutral,33.0
93,70.jpg,latino hispanic,happy,39.0
94,71.jpg,white,neutral,32.0
95,72.jpg,white,neutral,32.0
96,73.jpg,white,happy,32.0
97,74.jpg,white,neutral,31.0
98,75.jpg,middle eastern,fear,39.0
99,76.jpg,white,neutral,33.0
100,77.jpg,white,neutral,33.0
101,78.jpg,white,neutral,32.0
102,79.jpg,white,neutral,32.0
103,8.jpg,white,neutral,33.0
104,80.jpg,latino hispanic,fear,39.0
105,81.jpg,white,neutral,33.0
106,82.jpg,white,happy,31.0
107,83.jpg,white,neutral,35.0
108,84.jpg,latino hispanic,fear,39.0
109,85.jpg,white,neutral,32.0
110,86.jpg,white,neutral,33.0
111,87.jpg,white,neutral,33.0
112,88.jpg,latino hispanic,fear,39.0
113,89.jpg,white,neutral,31.0
114,9.jpg,latino hispanic,fear,39.0
115,90.jpg,latino hispanic,fear,39.0
116,91.jpg,latino hispanic,fear,39.0
117,92.jpg,white,happy,32.0
118,93.jpg,white,neutral,32.0
119,94.jpg,white,neutral,32.0
120,95.jpg,white,neutral,31.0
121,96.jpg,white,neutral,32.0
122,97.jpg,latino hispanic,happy,39.0
123,98.jpg,latino hispanic,fear,39.0
124,99.jpg,white,happy,31.0
