,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,white,happy,28.0
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,white,happy,32.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,middle eastern,fear,39.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,white,neutral,32.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,white,neutral,27.0
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,white,fear,37.0
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,white,happy,23.0
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,white,surprise,31.0
57,15.jpg,white,sad,37.0
58,150.jpg,white,fear,37.0
59,151.jpg,white,happy,31.0
60,152.jpg,white,neutral,31.0
61,153.jpg,white,neutral,36.0
62,154.jpg,white,fear,35.0
63,155.jpg,white,fear,39.0
64,156.jpg,white,happy,31.0
65,157.jpg,white,surprise,31.0
66,158.jpg,white,happy,31.0
67,159.jpg,white,neutral,35.0
68,16.jpg,white,neutral,29.0
69,160.jpg,white,fear,36.0
70,161.jpg,white,fear,37.0
71,162.jpg,white,neutral,30.0
72,163.jpg,white,fear,36.0
73,164.jpg,white,fear,38.0
74,165.jpg,middle eastern,angry,31.0
75,166.jpg,white,happy,33.0
76,167.jpg,white,happy,32.0
77,168.jpg,white,happy,33.0
78,169.jpg,white,happy,32.0
79,17.jpg,white,neutral,30.0
80,170.jpg,white,happy,32.0
81,171.jpg,white,happy,32.0
82,18.jpg,white,surprise,29.0
83,19.jpg,white,neutral,28.0
84,2.jpg,,,
85,20.jpg,white,neutral,28.0
86,21.jpg,white,neutral,30.0
87,22.jpg,white,neutral,30.0
88,23.jpg,white,neutral,30.0
89,24.jpg,middle eastern,fear,36.0
90,25.jpg,white,surprise,33.0
91,26.jpg,white,neutral,28.0
92,27.jpg,middle eastern,fear,38.0
93,28.jpg,white,neutral,30.0
94,29.jpg,white,neutral,28.0
95,3.jpg,,,
96,30.jpg,white,neutral,28.0
97,31.jpg,white,surprise,34.0
98,32.jpg,white,surprise,28.0
99,33.jpg,white,neutral,31.0
100,34.jpg,white,neutral,35.0
101,35.jpg,white,surprise,33.0
102,36.jpg,latino hispanic,neutral,29.0
103,37.jpg,white,happy,31.0
104,38.jpg,middle eastern,fear,37.0
105,39.jpg,white,neutral,35.0
106,4.jpg,,,
107,40.jpg,white,neutral,35.0
108,41.jpg,white,neutral,37.0
109,42.jpg,white,surprise,31.0
110,43.jpg,white,neutral,36.0
111,44.jpg,white,neutral,36.0
112,45.jpg,white,sad,31.0
113,46.jpg,white,surprise,33.0
114,47.jpg,white,neutral,31.0
115,48.jpg,white,sad,36.0
116,49.jpg,white,sad,38.0
117,5.jpg,,,
118,50.jpg,,,
119,51.jpg,,,
120,52.jpg,,,
121,53.jpg,white,surprise,34.0
122,54.jpg,white,neutral,33.0
123,55.jpg,white,neutral,32.0
124,56.jpg,white,sad,32.0
125,57.jpg,middle eastern,neutral,32.0
126,58.jpg,,,
127,59.jpg,white,neutral,32.0
128,6.jpg,,,
129,60.jpg,,,
130,61.jpg,white,surprise,33.0
131,62.jpg,,,
132,63.jpg,,,
133,64.jpg,white,neutral,32.0
134,65.jpg,,,
135,66.jpg,,,
136,67.jpg,,,
137,68.jpg,,,
138,69.jpg,,,
139,7.jpg,white,happy,28.0
140,70.jpg,white,angry,33.0
141,71.jpg,,,
142,72.jpg,,,
143,73.jpg,,,
144,74.jpg,,,
145,75.jpg,white,fear,28.0
146,76.jpg,,,
147,77.jpg,,,
148,78.jpg,,,
149,79.jpg,,,
150,8.jpg,latino hispanic,fear,36.0
151,80.jpg,latino hispanic,fear,27.0
152,81.jpg,,,
153,82.jpg,,,
154,83.jpg,white,surprise,31.0
155,84.jpg,latino hispanic,fear,27.0
156,85.jpg,latino hispanic,fear,28.0
157,86.jpg,,,
158,87.jpg,,,
159,88.jpg,white,angry,29.0
160,89.jpg,,,
161,9.jpg,white,neutral,28.0
162,90.jpg,,,
163,91.jpg,,,
164,92.jpg,,,
165,93.jpg,,,
166,94.jpg,,,
167,95.jpg,,,
168,96.jpg,,,
169,97.jpg,,,
170,98.jpg,,,
171,99.jpg,,,
