,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,fear,39.0
1,1.jpg,white,happy,35.0
2,10.jpg,white,sad,36.0
3,11.jpg,white,surprise,31.0
4,12.jpg,white,fear,30.0
5,13.jpg,white,neutral,30.0
6,14.jpg,asian,sad,39.0
7,15.jpg,white,sad,35.0
8,16.jpg,asian,fear,34.0
9,17.jpg,white,neutral,30.0
10,18.jpg,white,sad,37.0
11,19.jpg,white,neutral,36.0
12,2.jpg,white,fear,32.0
13,20.jpg,white,neutral,32.0
14,21.jpg,white,fear,37.0
15,22.jpg,white,neutral,31.0
16,23.jpg,white,neutral,34.0
17,24.jpg,white,fear,35.0
18,25.jpg,white,neutral,37.0
19,26.jpg,white,neutral,34.0
20,27.jpg,white,fear,38.0
21,28.jpg,asian,happy,33.0
22,29.jpg,asian,neutral,34.0
23,3.jpg,asian,angry,35.0
24,30.jpg,white,fear,32.0
25,31.jpg,white,neutral,35.0
26,32.jpg,white,happy,34.0
27,33.jpg,white,sad,38.0
28,34.jpg,white,neutral,33.0
29,35.jpg,white,sad,32.0
30,36.jpg,white,fear,37.0
31,37.jpg,white,fear,36.0
32,38.jpg,white,sad,37.0
33,39.jpg,white,fear,35.0
34,4.jpg,white,fear,34.0
35,40.jpg,white,fear,39.0
36,41.jpg,white,neutral,34.0
37,42.jpg,white,fear,36.0
38,43.jpg,white,fear,36.0
39,44.jpg,,,
40,45.jpg,,,
41,46.jpg,,,
42,47.jpg,,,
43,48.jpg,,,
44,49.jpg,,,
45,5.jpg,white,sad,34.0
46,50.jpg,,,
47,51.jpg,,,
48,52.jpg,,,
49,53.jpg,,,
50,54.jpg,,,
51,55.jpg,,,
52,6.jpg,white,angry,36.0
53,7.jpg,white,happy,39.0
54,8.jpg,white,fear,37.0
55,9.jpg,asian,neutral,37.0
