,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,happy,33.0
1,1.jpg,middle eastern,fear,33.0
2,10.jpg,white,neutral,31.0
3,100.jpg,white,happy,32.0
4,101.jpg,white,fear,34.0
5,102.jpg,white,sad,32.0
6,103.jpg,white,neutral,33.0
7,104.jpg,white,fear,35.0
8,105.jpg,white,sad,35.0
9,106.jpg,middle eastern,happy,33.0
10,107.jpg,white,happy,32.0
11,108.jpg,white,neutral,31.0
12,109.jpg,white,neutral,34.0
13,11.jpg,white,sad,31.0
14,110.jpg,white,fear,36.0
15,111.jpg,white,neutral,33.0
16,112.jpg,white,sad,33.0
17,113.jpg,white,happy,35.0
18,114.jpg,white,neutral,33.0
19,115.jpg,white,neutral,32.0
20,116.jpg,white,neutral,31.0
21,117.jpg,white,happy,33.0
22,118.jpg,white,neutral,35.0
23,119.jpg,white,neutral,33.0
24,12.jpg,middle eastern,sad,32.0
25,120.jpg,white,neutral,35.0
26,121.jpg,white,neutral,33.0
27,122.jpg,white,sad,33.0
28,123.jpg,middle eastern,neutral,32.0
29,124.jpg,white,sad,32.0
30,125.jpg,white,neutral,31.0
31,126.jpg,middle eastern,neutral,32.0
32,127.jpg,white,neutral,34.0
33,128.jpg,white,neutral,35.0
34,129.jpg,,,
35,13.jpg,white,sad,31.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,14.jpg,white,sad,31.0
40,15.jpg,white,sad,32.0
41,16.jpg,white,sad,30.0
42,17.jpg,white,neutral,32.0
43,18.jpg,middle eastern,neutral,32.0
44,19.jpg,middle eastern,sad,32.0
45,2.jpg,white,sad,30.0
46,20.jpg,white,sad,33.0
47,21.jpg,white,sad,32.0
48,22.jpg,white,fear,32.0
49,23.jpg,middle eastern,sad,32.0
50,24.jpg,white,sad,33.0
51,25.jpg,white,neutral,39.0
52,26.jpg,white,neutral,32.0
53,27.jpg,middle eastern,sad,32.0
54,28.jpg,white,neutral,34.0
55,29.jpg,white,neutral,32.0
56,3.jpg,white,fear,35.0
57,30.jpg,middle eastern,neutral,32.0
58,31.jpg,white,sad,33.0
59,32.jpg,middle eastern,neutral,33.0
60,33.jpg,white,sad,34.0
61,34.jpg,white,neutral,33.0
62,35.jpg,white,sad,32.0
63,36.jpg,white,sad,33.0
64,37.jpg,white,sad,32.0
65,38.jpg,white,fear,32.0
66,39.jpg,middle eastern,sad,32.0
67,4.jpg,middle eastern,neutral,30.0
68,40.jpg,white,sad,32.0
69,41.jpg,white,fear,28.0
70,42.jpg,middle eastern,sad,32.0
71,43.jpg,middle eastern,sad,32.0
72,44.jpg,white,sad,32.0
73,45.jpg,asian,sad,29.0
74,46.jpg,white,sad,30.0
75,47.jpg,white,sad,30.0
76,48.jpg,white,happy,33.0
77,49.jpg,white,neutral,29.0
78,5.jpg,middle eastern,neutral,31.0
79,50.jpg,white,neutral,31.0
80,51.jpg,white,neutral,29.0
81,52.jpg,white,neutral,33.0
82,53.jpg,white,neutral,28.0
83,54.jpg,latino hispanic,neutral,32.0
84,55.jpg,white,neutral,30.0
85,56.jpg,white,sad,31.0
86,57.jpg,white,neutral,32.0
87,58.jpg,middle eastern,neutral,31.0
88,59.jpg,white,neutral,32.0
89,6.jpg,white,neutral,35.0
90,60.jpg,white,neutral,29.0
91,61.jpg,white,fear,35.0
92,62.jpg,white,neutral,33.0
93,63.jpg,middle eastern,neutral,33.0
94,64.jpg,white,sad,32.0
95,65.jpg,white,sad,32.0
96,66.jpg,white,surprise,33.0
97,67.jpg,white,neutral,31.0
98,68.jpg,white,fear,34.0
99,69.jpg,white,fear,35.0
100,7.jpg,white,sad,34.0
101,70.jpg,middle eastern,neutral,31.0
102,71.jpg,middle eastern,sad,33.0
103,72.jpg,white,sad,31.0
104,73.jpg,white,neutral,30.0
105,74.jpg,white,happy,32.0
106,75.jpg,middle eastern,neutral,33.0
107,76.jpg,white,sad,32.0
108,77.jpg,white,happy,32.0
109,78.jpg,white,happy,32.0
110,79.jpg,middle eastern,happy,33.0
111,8.jpg,white,fear,39.0
112,80.jpg,white,happy,32.0
113,81.jpg,middle eastern,happy,32.0
114,82.jpg,middle eastern,happy,30.0
115,83.jpg,middle eastern,sad,33.0
116,84.jpg,white,sad,32.0
117,85.jpg,white,neutral,32.0
118,86.jpg,white,sad,30.0
119,87.jpg,white,neutral,31.0
120,88.jpg,white,neutral,32.0
121,89.jpg,middle eastern,neutral,32.0
122,9.jpg,white,neutral,33.0
123,90.jpg,white,neutral,33.0
124,91.jpg,middle eastern,neutral,33.0
125,92.jpg,white,neutral,32.0
126,93.jpg,white,sad,33.0
127,94.jpg,white,neutral,32.0
128,95.jpg,white,neutral,32.0
129,96.jpg,white,neutral,33.0
130,97.jpg,middle eastern,neutral,32.0
131,98.jpg,white,sad,25.0
132,99.jpg,white,fear,35.0
