,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,happy,33.0
1,1.jpg,latino hispanic,disgust,33.0
2,10.jpg,white,surprise,33.0
3,11.jpg,white,angry,33.0
4,12.jpg,white,neutral,33.0
5,13.jpg,white,happy,34.0
6,14.jpg,white,neutral,33.0
7,15.jpg,latino hispanic,sad,35.0
8,16.jpg,,,
9,17.jpg,,,
10,18.jpg,,,
11,19.jpg,,,
12,2.jpg,white,happy,32.0
13,20.jpg,,,
14,21.jpg,,,
15,22.jpg,,,
16,23.jpg,white,sad,33.0
17,24.jpg,latino hispanic,neutral,34.0
18,25.jpg,asian,sad,35.0
19,26.jpg,white,sad,33.0
20,27.jpg,white,sad,33.0
21,28.jpg,white,neutral,32.0
22,29.jpg,latino hispanic,sad,34.0
23,3.jpg,white,fear,37.0
24,30.jpg,latino hispanic,neutral,34.0
25,31.jpg,latino hispanic,sad,35.0
26,32.jpg,white,sad,33.0
27,33.jpg,,,
28,34.jpg,,,
29,35.jpg,,,
30,36.jpg,,,
31,37.jpg,,,
32,38.jpg,,,
33,39.jpg,white,angry,32.0
34,4.jpg,,,
35,40.jpg,white,angry,34.0
36,41.jpg,white,fear,35.0
37,42.jpg,white,sad,32.0
38,43.jpg,white,neutral,32.0
39,44.jpg,white,neutral,28.0
40,45.jpg,white,neutral,34.0
41,46.jpg,white,angry,33.0
42,47.jpg,latino hispanic,happy,33.0
43,48.jpg,white,neutral,27.0
44,49.jpg,white,fear,33.0
45,5.jpg,,,
46,50.jpg,asian,sad,34.0
47,51.jpg,white,happy,34.0
48,52.jpg,,,
49,53.jpg,,,
50,54.jpg,,,
51,55.jpg,,,
52,56.jpg,,,
53,57.jpg,,,
54,58.jpg,,,
55,59.jpg,,,
56,6.jpg,,,
57,60.jpg,,,
58,61.jpg,,,
59,62.jpg,,,
60,63.jpg,,,
61,64.jpg,white,surprise,33.0
62,65.jpg,white,neutral,36.0
63,66.jpg,latino hispanic,happy,33.0
64,67.jpg,white,happy,34.0
65,68.jpg,white,neutral,33.0
66,69.jpg,white,angry,34.0
67,7.jpg,,,
68,70.jpg,white,neutral,32.0
69,71.jpg,white,neutral,32.0
70,72.jpg,white,happy,33.0
71,73.jpg,white,neutral,34.0
72,74.jpg,,,
73,75.jpg,,,
74,76.jpg,,,
75,8.jpg,white,angry,32.0
76,9.jpg,white,neutral,33.0
