,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,neutral,35.0
1,1.jpg,white,sad,36.0
2,10.jpg,,,
3,100.jpg,asian,neutral,29.0
4,101.jpg,latino hispanic,sad,35.0
5,102.jpg,asian,neutral,39.0
6,103.jpg,white,neutral,45.0
7,104.jpg,white,sad,37.0
8,105.jpg,white,happy,31.0
9,106.jpg,white,fear,34.0
10,107.jpg,asian,sad,29.0
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,,,
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,white,fear,34.0
17,113.jpg,white,sad,28.0
18,114.jpg,latino hispanic,neutral,34.0
19,115.jpg,white,fear,29.0
20,116.jpg,asian,fear,36.0
21,117.jpg,white,happy,34.0
22,118.jpg,latino hispanic,sad,33.0
23,119.jpg,asian,neutral,36.0
24,12.jpg,,,
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,,,
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,,,
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,,,
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,,,
62,154.jpg,,,
63,155.jpg,,,
64,156.jpg,black,happy,34.0
65,157.jpg,white,sad,36.0
66,158.jpg,white,fear,35.0
67,159.jpg,white,sad,26.0
68,16.jpg,,,
69,160.jpg,white,neutral,36.0
70,161.jpg,asian,fear,28.0
71,162.jpg,,,
72,163.jpg,white,angry,33.0
73,164.jpg,white,angry,34.0
74,165.jpg,,,
75,166.jpg,white,disgust,34.0
76,167.jpg,,,
77,168.jpg,asian,fear,39.0
78,169.jpg,white,neutral,35.0
79,17.jpg,,,
80,170.jpg,white,sad,35.0
81,171.jpg,white,neutral,35.0
82,172.jpg,white,fear,35.0
83,173.jpg,white,sad,29.0
84,174.jpg,white,neutral,42.0
85,175.jpg,,,
86,176.jpg,,,
87,177.jpg,white,fear,24.0
88,178.jpg,white,fear,24.0
89,179.jpg,white,fear,25.0
90,18.jpg,,,
91,180.jpg,asian,neutral,32.0
92,181.jpg,black,happy,34.0
93,182.jpg,middle eastern,fear,34.0
94,183.jpg,asian,neutral,36.0
