,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,,,
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,,,
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,12.jpg,,,
20,13.jpg,,,
21,14.jpg,,,
22,15.jpg,,,
23,16.jpg,,,
24,17.jpg,,,
25,18.jpg,,,
26,19.jpg,white,neutral,26.0
27,2.jpg,,,
28,20.jpg,white,neutral,28.0
29,21.jpg,white,fear,35.0
30,22.jpg,white,neutral,26.0
31,23.jpg,white,neutral,26.0
32,24.jpg,white,neutral,25.0
33,25.jpg,white,neutral,33.0
34,26.jpg,white,neutral,38.0
35,27.jpg,white,neutral,36.0
36,28.jpg,white,neutral,28.0
37,29.jpg,white,neutral,31.0
38,3.jpg,,,
39,30.jpg,white,neutral,30.0
40,31.jpg,white,neutral,28.0
41,32.jpg,,,
42,33.jpg,,,
43,34.jpg,,,
44,35.jpg,,,
45,36.jpg,,,
46,37.jpg,,,
47,38.jpg,,,
48,39.jpg,,,
49,4.jpg,,,
50,40.jpg,,,
51,41.jpg,,,
52,42.jpg,,,
53,43.jpg,,,
54,44.jpg,,,
55,45.jpg,,,
56,46.jpg,,,
57,47.jpg,,,
58,48.jpg,,,
59,49.jpg,,,
60,5.jpg,,,
61,50.jpg,,,
62,51.jpg,,,
63,52.jpg,,,
64,53.jpg,,,
65,54.jpg,,,
66,55.jpg,,,
67,56.jpg,,,
68,57.jpg,,,
69,58.jpg,,,
70,59.jpg,,,
71,6.jpg,,,
72,60.jpg,,,
73,61.jpg,,,
74,62.jpg,,,
75,63.jpg,,,
76,64.jpg,,,
77,65.jpg,,,
78,66.jpg,,,
79,67.jpg,,,
80,68.jpg,white,fear,35.0
81,69.jpg,white,fear,36.0
82,7.jpg,,,
83,70.jpg,white,neutral,27.0
84,71.jpg,white,neutral,27.0
85,72.jpg,,,
86,73.jpg,,,
87,74.jpg,,,
88,75.jpg,,,
89,76.jpg,,,
90,77.jpg,,,
91,78.jpg,,,
92,79.jpg,,,
93,8.jpg,,,
94,80.jpg,,,
95,81.jpg,,,
96,82.jpg,,,
97,83.jpg,,,
98,84.jpg,,,
99,85.jpg,,,
100,86.jpg,,,
101,87.jpg,,,
102,88.jpg,,,
103,89.jpg,,,
104,9.jpg,,,
105,90.jpg,,,
106,91.jpg,,,
107,92.jpg,,,
108,93.jpg,,,
109,94.jpg,,,
110,95.jpg,,,
111,96.jpg,,,
112,97.jpg,,,
113,98.jpg,,,
114,99.jpg,,,
