,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,white,sad,41.0
3,100.jpg,asian,neutral,34.0
4,101.jpg,white,neutral,33.0
5,102.jpg,white,neutral,36.0
6,103.jpg,white,neutral,35.0
7,104.jpg,white,happy,34.0
8,105.jpg,white,neutral,33.0
9,106.jpg,asian,neutral,37.0
10,107.jpg,white,neutral,33.0
11,108.jpg,white,fear,26.0
12,109.jpg,white,happy,34.0
13,11.jpg,white,neutral,32.0
14,110.jpg,white,happy,34.0
15,111.jpg,white,happy,36.0
16,112.jpg,white,happy,31.0
17,113.jpg,white,neutral,32.0
18,114.jpg,white,angry,36.0
19,115.jpg,white,fear,33.0
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,sad,39.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,white,neutral,37.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,white,sad,37.0
40,134.jpg,white,angry,38.0
41,135.jpg,white,happy,33.0
42,136.jpg,white,surprise,32.0
43,137.jpg,white,sad,39.0
44,138.jpg,asian,neutral,36.0
45,139.jpg,asian,neutral,34.0
46,14.jpg,white,neutral,35.0
47,140.jpg,white,neutral,37.0
48,141.jpg,asian,fear,35.0
49,142.jpg,asian,neutral,34.0
50,143.jpg,white,neutral,34.0
51,144.jpg,white,neutral,39.0
52,145.jpg,white,fear,28.0
53,146.jpg,white,neutral,36.0
54,147.jpg,white,sad,39.0
55,148.jpg,white,neutral,33.0
56,149.jpg,white,sad,39.0
57,15.jpg,white,fear,32.0
58,150.jpg,white,fear,34.0
59,151.jpg,white,neutral,33.0
60,152.jpg,white,sad,33.0
61,153.jpg,white,fear,33.0
62,154.jpg,white,neutral,36.0
63,155.jpg,white,happy,33.0
64,156.jpg,white,sad,35.0
65,157.jpg,white,angry,34.0
66,158.jpg,white,happy,33.0
67,159.jpg,white,fear,31.0
68,16.jpg,white,happy,37.0
69,160.jpg,latino hispanic,happy,34.0
