,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,happy,36.0
1,1.jpg,,,
2,10.jpg,white,fear,39.0
3,100.jpg,white,happy,34.0
4,101.jpg,white,neutral,39.0
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,white,fear,37.0
8,105.jpg,white,fear,34.0
9,106.jpg,white,angry,42.0
10,107.jpg,white,fear,36.0
11,108.jpg,white,surprise,35.0
12,109.jpg,,,
13,11.jpg,white,surprise,42.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,white,fear,28.0
17,113.jpg,white,angry,38.0
18,114.jpg,white,neutral,37.0
19,115.jpg,white,fear,38.0
20,116.jpg,white,angry,40.0
21,117.jpg,white,fear,32.0
22,118.jpg,white,happy,31.0
23,119.jpg,,,
24,12.jpg,asian,neutral,36.0
25,120.jpg,white,fear,33.0
26,121.jpg,latino hispanic,fear,37.0
27,122.jpg,white,surprise,39.0
28,123.jpg,white,fear,39.0
29,124.jpg,white,fear,31.0
30,125.jpg,,,
31,126.jpg,white,fear,29.0
32,127.jpg,asian,sad,34.0
33,128.jpg,,,
34,129.jpg,white,surprise,29.0
35,13.jpg,white,fear,37.0
36,130.jpg,white,angry,33.0
37,131.jpg,white,neutral,36.0
38,132.jpg,white,happy,37.0
39,133.jpg,,,
40,134.jpg,white,fear,34.0
41,135.jpg,white,fear,31.0
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,white,fear,35.0
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,white,neutral,39.0
52,145.jpg,latino hispanic,fear,40.0
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,white,surprise,26.0
56,149.jpg,white,fear,26.0
57,15.jpg,,,
58,150.jpg,white,fear,27.0
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,,,
62,154.jpg,,,
63,155.jpg,white,neutral,29.0
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,white,happy,34.0
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,white,fear,29.0
74,165.jpg,white,neutral,29.0
75,166.jpg,white,surprise,30.0
76,167.jpg,white,happy,33.0
77,168.jpg,,,
