,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,,,
3,100.jpg,white,surprise,44.0
4,101.jpg,white,surprise,38.0
5,102.jpg,white,happy,41.0
6,103.jpg,white,neutral,44.0
7,104.jpg,white,surprise,35.0
8,105.jpg,white,surprise,47.0
9,106.jpg,white,surprise,44.0
10,107.jpg,white,neutral,46.0
11,108.jpg,white,neutral,48.0
12,109.jpg,white,surprise,47.0
13,11.jpg,,,
14,110.jpg,white,neutral,47.0
15,111.jpg,white,neutral,40.0
16,112.jpg,white,surprise,43.0
17,113.jpg,white,neutral,42.0
18,114.jpg,white,neutral,48.0
19,115.jpg,white,neutral,49.0
20,116.jpg,white,surprise,33.0
21,117.jpg,white,neutral,43.0
22,118.jpg,white,neutral,46.0
23,119.jpg,white,neutral,46.0
24,12.jpg,,,
25,120.jpg,white,surprise,29.0
26,121.jpg,,,
27,122.jpg,white,neutral,47.0
28,123.jpg,white,neutral,46.0
29,124.jpg,white,neutral,46.0
30,125.jpg,white,neutral,48.0
31,126.jpg,white,surprise,42.0
32,127.jpg,white,neutral,46.0
33,128.jpg,white,neutral,47.0
34,129.jpg,white,neutral,47.0
35,13.jpg,,,
36,130.jpg,white,neutral,47.0
37,131.jpg,white,neutral,47.0
38,132.jpg,white,neutral,43.0
39,133.jpg,white,neutral,45.0
40,134.jpg,white,neutral,34.0
41,135.jpg,white,neutral,43.0
42,136.jpg,white,surprise,44.0
43,137.jpg,white,neutral,39.0
44,138.jpg,white,neutral,37.0
45,139.jpg,,,
46,14.jpg,,,
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,white,neutral,42.0
52,145.jpg,white,surprise,38.0
53,146.jpg,white,neutral,44.0
54,147.jpg,white,neutral,43.0
55,148.jpg,white,happy,45.0
56,149.jpg,white,fear,46.0
57,15.jpg,,,
58,150.jpg,white,neutral,41.0
59,151.jpg,white,neutral,42.0
60,152.jpg,white,happy,39.0
61,153.jpg,white,surprise,41.0
62,154.jpg,white,neutral,33.0
63,155.jpg,white,neutral,41.0
64,156.jpg,white,neutral,44.0
65,157.jpg,middle eastern,sad,33.0
66,158.jpg,,,
67,159.jpg,,,
