,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,latino hispanic,angry,38.0
2,10.jpg,middle eastern,fear,32.0
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,white,sad,32.0
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,middle eastern,sad,28.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,middle eastern,fear,35.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,white,sad,28.0
35,13.jpg,middle eastern,sad,32.0
36,130.jpg,white,fear,32.0
37,131.jpg,white,fear,31.0
38,132.jpg,middle eastern,sad,35.0
39,133.jpg,middle eastern,sad,33.0
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,middle eastern,surprise,35.0
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,,,
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,white,sad,31.0
54,147.jpg,white,sad,32.0
55,148.jpg,white,sad,30.0
56,149.jpg,white,sad,32.0
57,15.jpg,latino hispanic,sad,32.0
58,150.jpg,white,sad,29.0
59,151.jpg,middle eastern,sad,32.0
60,152.jpg,latino hispanic,sad,28.0
61,153.jpg,middle eastern,sad,31.0
62,154.jpg,middle eastern,sad,31.0
63,155.jpg,white,fear,35.0
64,156.jpg,white,sad,31.0
65,157.jpg,white,sad,31.0
66,158.jpg,white,sad,33.0
67,159.jpg,white,sad,30.0
68,16.jpg,middle eastern,sad,31.0
69,160.jpg,white,sad,26.0
70,161.jpg,latino hispanic,sad,30.0
71,162.jpg,middle eastern,sad,32.0
72,163.jpg,middle eastern,sad,31.0
73,164.jpg,middle eastern,sad,38.0
74,165.jpg,latino hispanic,sad,32.0
75,166.jpg,middle eastern,sad,34.0
76,167.jpg,middle eastern,sad,32.0
77,168.jpg,middle eastern,fear,32.0
78,169.jpg,white,sad,34.0
79,17.jpg,middle eastern,sad,32.0
80,170.jpg,white,sad,33.0
81,171.jpg,,,
82,172.jpg,,,
83,173.jpg,,,
84,174.jpg,,,
85,175.jpg,,,
86,176.jpg,,,
87,177.jpg,,,
88,178.jpg,,,
89,179.jpg,,,
90,18.jpg,middle eastern,sad,32.0
91,180.jpg,,,
92,181.jpg,,,
93,182.jpg,,,
94,183.jpg,,,
95,184.jpg,,,
96,185.jpg,,,
97,186.jpg,,,
98,187.jpg,,,
99,188.jpg,,,
100,189.jpg,,,
101,19.jpg,middle eastern,sad,33.0
102,190.jpg,,,
103,191.jpg,,,
104,192.jpg,,,
105,193.jpg,,,
106,194.jpg,,,
107,195.jpg,,,
108,196.jpg,,,
109,197.jpg,,,
110,198.jpg,,,
111,199.jpg,,,
112,2.jpg,,,
113,20.jpg,middle eastern,fear,34.0
114,200.jpg,middle eastern,fear,30.0
115,201.jpg,white,sad,32.0
116,202.jpg,white,sad,33.0
