,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,asian,neutral,30.0
3,100.jpg,white,fear,31.0
4,101.jpg,white,sad,39.0
5,102.jpg,white,sad,31.0
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,white,angry,40.0
12,109.jpg,,,
13,11.jpg,white,fear,33.0
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,white,sad,28.0
18,114.jpg,white,sad,31.0
19,115.jpg,white,neutral,40.0
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,fear,29.0
25,120.jpg,white,fear,26.0
26,121.jpg,white,fear,32.0
27,122.jpg,white,disgust,25.0
28,123.jpg,white,neutral,31.0
29,124.jpg,white,neutral,37.0
30,125.jpg,white,fear,26.0
31,126.jpg,white,fear,31.0
32,127.jpg,white,sad,34.0
33,128.jpg,white,neutral,38.0
34,129.jpg,,,
35,13.jpg,white,neutral,39.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,white,fear,27.0
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,white,fear,42.0
44,138.jpg,white,fear,38.0
45,139.jpg,white,fear,30.0
46,14.jpg,white,neutral,40.0
47,140.jpg,white,angry,36.0
48,141.jpg,,,
49,142.jpg,white,sad,37.0
50,143.jpg,white,fear,34.0
51,144.jpg,white,sad,39.0
52,145.jpg,,,
53,146.jpg,white,fear,26.0
54,147.jpg,white,fear,29.0
55,148.jpg,,,
56,149.jpg,white,fear,31.0
57,15.jpg,,,
58,150.jpg,white,fear,30.0
59,151.jpg,,,
60,152.jpg,white,surprise,33.0
61,153.jpg,white,fear,32.0
62,154.jpg,,,
63,155.jpg,white,fear,28.0
64,156.jpg,white,fear,29.0
65,157.jpg,white,fear,35.0
66,158.jpg,white,sad,37.0
67,159.jpg,white,fear,33.0
68,16.jpg,white,fear,32.0
69,160.jpg,white,sad,32.0
70,161.jpg,white,angry,33.0
71,162.jpg,,,
72,163.jpg,,,
73,164.jpg,white,neutral,26.0
74,165.jpg,white,sad,42.0
75,166.jpg,white,sad,28.0
