,frame,dominant_race,dominant_emotion,age
0,0.jpg,white,fear,33.0
1,1.jpg,white,fear,33.0
2,10.jpg,,,
3,100.jpg,white,fear,31.0
4,101.jpg,white,fear,39.0
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,white,sad,37.0
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,,,
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,asian,sad,32.0
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,white,neutral,39.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,white,angry,28.0
28,123.jpg,,,
29,124.jpg,white,neutral,25.0
30,125.jpg,white,neutral,31.0
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,white,surprise,37.0
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,white,neutral,35.0
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,white,fear,36.0
47,140.jpg,,,
48,141.jpg,,,
49,142.jpg,,,
50,143.jpg,white,fear,38.0
51,144.jpg,,,
52,145.jpg,,,
53,146.jpg,,,
54,147.jpg,,,
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,white,fear,25.0
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,,,
61,153.jpg,white,happy,26.0
62,154.jpg,,,
63,155.jpg,,,
64,156.jpg,,,
65,157.jpg,,,
66,158.jpg,,,
67,159.jpg,,,
68,16.jpg,,,
69,160.jpg,,,
70,161.jpg,,,
71,162.jpg,,,
72,163.jpg,white,neutral,38.0
73,164.jpg,white,angry,34.0
74,165.jpg,,,
75,166.jpg,,,
76,167.jpg,,,
77,168.jpg,,,
78,169.jpg,,,
79,17.jpg,white,happy,24.0
80,170.jpg,,,
81,171.jpg,,,
82,172.jpg,,,
83,173.jpg,,,
84,174.jpg,,,
85,175.jpg,white,fear,34.0
86,176.jpg,white,neutral,24.0
87,177.jpg,,,
88,178.jpg,,,
89,179.jpg,white,sad,30.0
90,18.jpg,,,
91,180.jpg,,,
92,181.jpg,,,
93,182.jpg,,,
94,183.jpg,,,
95,184.jpg,,,
96,185.jpg,,,
97,186.jpg,,,
98,187.jpg,,,
99,188.jpg,,,
100,189.jpg,,,
101,19.jpg,,,
102,190.jpg,white,fear,23.0
103,191.jpg,,,
104,192.jpg,,,
105,193.jpg,,,
106,194.jpg,,,
107,195.jpg,,,
108,196.jpg,,,
109,197.jpg,,,
110,198.jpg,white,angry,24.0
111,199.jpg,,,
112,2.jpg,white,angry,37.0
113,20.jpg,,,
114,200.jpg,,,
115,201.jpg,white,neutral,36.0
116,202.jpg,,,
117,203.jpg,white,fear,28.0
118,204.jpg,white,angry,27.0
119,205.jpg,,,
120,206.jpg,white,neutral,27.0
121,207.jpg,,,
122,208.jpg,,,
123,209.jpg,,,
124,21.jpg,,,
125,210.jpg,,,
126,211.jpg,white,happy,26.0
127,212.jpg,white,happy,25.0
128,213.jpg,white,sad,24.0
129,214.jpg,,,
130,215.jpg,white,fear,35.0
131,216.jpg,white,happy,32.0
132,217.jpg,,,
133,218.jpg,,,
134,219.jpg,,,
135,22.jpg,,,
136,220.jpg,,,
137,221.jpg,,,
138,222.jpg,,,
139,223.jpg,,,
140,224.jpg,,,
141,225.jpg,,,
142,226.jpg,,,
143,227.jpg,,,
144,228.jpg,,,
145,229.jpg,,,
146,23.jpg,,,
147,230.jpg,,,
148,231.jpg,,,
149,232.jpg,,,
150,233.jpg,,,
151,234.jpg,,,
152,235.jpg,,,
153,236.jpg,,,
154,237.jpg,,,
155,238.jpg,,,
156,239.jpg,,,
157,24.jpg,,,
158,240.jpg,,,
159,241.jpg,,,
160,242.jpg,,,
161,243.jpg,,,
162,244.jpg,white,happy,24.0
163,245.jpg,,,
164,246.jpg,,,
165,247.jpg,,,
166,248.jpg,white,fear,39.0
167,249.jpg,,,
168,25.jpg,,,
169,250.jpg,,,
170,251.jpg,white,happy,24.0
171,252.jpg,,,
172,253.jpg,,,
173,254.jpg,,,
