,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,,,
3,100.jpg,,,
4,101.jpg,white,angry,47.0
5,102.jpg,white,fear,34.0
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,white,surprise,28.0
9,106.jpg,white,fear,34.0
10,107.jpg,white,neutral,38.0
11,108.jpg,white,neutral,44.0
12,109.jpg,white,fear,45.0
13,11.jpg,,,
14,110.jpg,white,neutral,47.0
15,111.jpg,white,neutral,47.0
16,112.jpg,white,fear,37.0
17,113.jpg,white,neutral,47.0
18,114.jpg,asian,neutral,46.0
19,115.jpg,white,fear,36.0
20,116.jpg,white,fear,38.0
21,117.jpg,white,fear,39.0
22,118.jpg,white,fear,34.0
23,119.jpg,white,fear,41.0
24,12.jpg,,,
25,120.jpg,white,sad,40.0
26,121.jpg,white,neutral,34.0
27,122.jpg,white,happy,39.0
28,123.jpg,white,neutral,35.0
29,124.jpg,white,neutral,31.0
30,125.jpg,white,fear,34.0
31,126.jpg,white,sad,38.0
32,127.jpg,white,sad,37.0
33,128.jpg,white,surprise,44.0
34,129.jpg,white,angry,43.0
35,13.jpg,white,fear,42.0
36,130.jpg,white,neutral,35.0
37,131.jpg,white,sad,36.0
38,132.jpg,white,neutral,40.0
39,133.jpg,white,angry,48.0
40,134.jpg,white,fear,37.0
41,135.jpg,white,neutral,42.0
42,136.jpg,white,fear,43.0
43,137.jpg,white,happy,41.0
44,138.jpg,white,fear,33.0
45,139.jpg,white,happy,34.0
46,14.jpg,white,fear,45.0
47,140.jpg,white,surprise,35.0
48,141.jpg,white,fear,45.0
49,142.jpg,white,fear,39.0
50,143.jpg,white,surprise,38.0
51,144.jpg,white,fear,35.0
52,145.jpg,white,fear,38.0
53,146.jpg,white,fear,41.0
54,147.jpg,white,fear,38.0
55,148.jpg,white,happy,29.0
56,149.jpg,latino hispanic,happy,29.0
57,15.jpg,white,fear,48.0
58,150.jpg,white,fear,25.0
59,151.jpg,white,angry,34.0
60,152.jpg,white,sad,27.0
61,153.jpg,,,
62,154.jpg,,,
63,155.jpg,white,happy,45.0
64,156.jpg,white,neutral,47.0
65,157.jpg,white,fear,33.0
66,158.jpg,white,angry,33.0
67,159.jpg,white,fear,33.0
