,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,white,neutral,25.0
3,100.jpg,white,neutral,24.0
4,101.jpg,white,neutral,24.0
5,102.jpg,white,neutral,34.0
6,103.jpg,white,neutral,24.0
7,104.jpg,white,neutral,24.0
8,105.jpg,white,neutral,24.0
9,106.jpg,white,neutral,24.0
10,107.jpg,white,angry,32.0
11,108.jpg,middle eastern,sad,30.0
12,109.jpg,white,sad,32.0
13,11.jpg,white,neutral,25.0
14,110.jpg,white,fear,33.0
15,111.jpg,middle eastern,sad,37.0
16,112.jpg,white,fear,23.0
17,113.jpg,white,fear,23.0
18,114.jpg,white,fear,25.0
19,115.jpg,white,neutral,34.0
20,116.jpg,white,fear,25.0
21,117.jpg,white,fear,25.0
22,118.jpg,white,fear,25.0
23,119.jpg,white,fear,25.0
24,12.jpg,white,neutral,25.0
25,120.jpg,white,neutral,34.0
26,121.jpg,white,happy,28.0
27,122.jpg,white,fear,24.0
28,123.jpg,white,fear,24.0
29,124.jpg,white,neutral,25.0
30,125.jpg,white,neutral,25.0
31,126.jpg,white,neutral,25.0
32,127.jpg,white,neutral,25.0
33,128.jpg,white,neutral,33.0
34,129.jpg,middle eastern,sad,38.0
35,13.jpg,middle eastern,sad,36.0
36,130.jpg,middle eastern,sad,36.0
37,131.jpg,middle eastern,neutral,38.0
38,132.jpg,white,neutral,25.0
39,133.jpg,white,neutral,25.0
40,134.jpg,white,neutral,25.0
41,135.jpg,white,neutral,25.0
42,136.jpg,white,sad,30.0
43,137.jpg,white,neutral,30.0
44,138.jpg,white,sad,34.0
45,139.jpg,white,angry,29.0
46,14.jpg,middle eastern,sad,37.0
47,140.jpg,white,fear,25.0
48,141.jpg,white,fear,25.0
49,142.jpg,white,fear,25.0
50,143.jpg,white,fear,25.0
51,144.jpg,white,fear,25.0
52,145.jpg,white,angry,32.0
53,146.jpg,white,angry,31.0
54,147.jpg,white,angry,34.0
55,148.jpg,,,
56,149.jpg,,,
57,15.jpg,white,neutral,23.0
58,150.jpg,,,
59,151.jpg,,,
60,152.jpg,,,
61,16.jpg,white,neutral,23.0
62,17.jpg,white,neutral,23.0
63,18.jpg,white,neutral,25.0
64,19.jpg,white,neutral,25.0
65,2.jpg,,,
66,20.jpg,white,neutral,25.0
67,21.jpg,latino hispanic,neutral,34.0
68,22.jpg,white,sad,29.0
69,23.jpg,white,neutral,32.0
70,24.jpg,white,happy,27.0
71,25.jpg,middle eastern,neutral,32.0
72,26.jpg,white,fear,25.0
73,27.jpg,white,fear,25.0
74,28.jpg,white,fear,25.0
75,29.jpg,white,fear,25.0
76,3.jpg,,,
77,30.jpg,white,fear,24.0
78,31.jpg,white,fear,24.0
79,32.jpg,white,fear,24.0
80,33.jpg,white,fear,24.0
81,34.jpg,white,neutral,25.0
82,35.jpg,white,neutral,25.0
83,36.jpg,white,neutral,25.0
84,37.jpg,white,neutral,25.0
85,38.jpg,indian,neutral,26.0
86,39.jpg,white,happy,36.0
87,4.jpg,,,
88,40.jpg,white,sad,36.0
89,41.jpg,middle eastern,sad,33.0
90,42.jpg,white,angry,32.0
91,43.jpg,white,neutral,34.0
92,44.jpg,indian,fear,35.0
93,45.jpg,white,neutral,33.0
94,46.jpg,white,neutral,31.0
95,47.jpg,white,neutral,28.0
96,48.jpg,white,neutral,34.0
97,49.jpg,white,neutral,32.0
98,5.jpg,white,fear,25.0
99,50.jpg,white,sad,33.0
100,51.jpg,white,neutral,34.0
101,52.jpg,black,neutral,26.0
102,53.jpg,black,neutral,26.0
103,54.jpg,white,neutral,27.0
104,55.jpg,white,neutral,27.0
105,56.jpg,white,neutral,26.0
106,57.jpg,white,neutral,26.0
107,58.jpg,white,sad,39.0
108,59.jpg,white,happy,25.0
109,6.jpg,white,fear,24.0
110,60.jpg,white,happy,35.0
111,61.jpg,white,happy,30.0
112,62.jpg,middle eastern,fear,36.0
113,63.jpg,middle eastern,happy,35.0
114,64.jpg,white,fear,24.0
115,65.jpg,white,fear,24.0
116,66.jpg,white,angry,31.0
117,67.jpg,white,angry,32.0
118,68.jpg,middle eastern,sad,35.0
119,69.jpg,middle eastern,sad,38.0
120,7.jpg,white,fear,24.0
121,70.jpg,white,neutral,22.0
122,71.jpg,white,sad,33.0
123,72.jpg,white,neutral,25.0
124,73.jpg,white,neutral,35.0
125,74.jpg,white,neutral,25.0
126,75.jpg,white,neutral,25.0
127,76.jpg,middle eastern,neutral,34.0
128,77.jpg,white,neutral,25.0
129,78.jpg,white,neutral,25.0
130,79.jpg,white,neutral,25.0
131,8.jpg,white,neutral,24.0
132,80.jpg,white,neutral,25.0
133,81.jpg,white,fear,24.0
134,82.jpg,white,fear,24.0
135,83.jpg,white,fear,24.0
136,84.jpg,white,fear,24.0
137,85.jpg,white,angry,33.0
138,86.jpg,middle eastern,neutral,38.0
139,87.jpg,white,happy,32.0
140,88.jpg,middle eastern,fear,36.0
141,89.jpg,middle eastern,sad,38.0
142,9.jpg,white,neutral,25.0
143,90.jpg,white,neutral,26.0
144,91.jpg,middle eastern,neutral,35.0
145,92.jpg,white,neutral,35.0
146,93.jpg,white,neutral,27.0
147,94.jpg,white,neutral,24.0
148,95.jpg,white,neutral,25.0
149,96.jpg,white,neutral,25.0
150,97.jpg,white,neutral,25.0
151,98.jpg,white,neutral,24.0
152,99.jpg,white,neutral,24.0
