,frame,dominant_race,dominant_emotion,age
0,0.jpg,,,
1,1.jpg,,,
2,10.jpg,,,
3,100.jpg,,,
4,101.jpg,,,
5,102.jpg,,,
6,103.jpg,,,
7,104.jpg,,,
8,105.jpg,,,
9,106.jpg,,,
10,107.jpg,,,
11,108.jpg,,,
12,109.jpg,,,
13,11.jpg,,,
14,110.jpg,,,
15,111.jpg,,,
16,112.jpg,,,
17,113.jpg,,,
18,114.jpg,,,
19,115.jpg,,,
20,116.jpg,,,
21,117.jpg,,,
22,118.jpg,,,
23,119.jpg,,,
24,12.jpg,black,sad,34.0
25,120.jpg,,,
26,121.jpg,,,
27,122.jpg,,,
28,123.jpg,,,
29,124.jpg,,,
30,125.jpg,,,
31,126.jpg,,,
32,127.jpg,,,
33,128.jpg,,,
34,129.jpg,,,
35,13.jpg,,,
36,130.jpg,,,
37,131.jpg,,,
38,132.jpg,,,
39,133.jpg,,,
40,134.jpg,,,
41,135.jpg,,,
42,136.jpg,,,
43,137.jpg,,,
44,138.jpg,,,
45,139.jpg,,,
46,14.jpg,,,
47,15.jpg,,,
48,16.jpg,,,
49,17.jpg,,,
50,18.jpg,,,
51,19.jpg,,,
52,2.jpg,,,
53,20.jpg,,,
54,21.jpg,,,
55,22.jpg,,,
56,23.jpg,,,
57,24.jpg,,,
58,25.jpg,,,
59,26.jpg,,,
60,27.jpg,,,
61,28.jpg,,,
62,29.jpg,,,
63,3.jpg,,,
64,30.jpg,,,
65,31.jpg,,,
66,32.jpg,,,
67,33.jpg,,,
68,34.jpg,,,
69,35.jpg,,,
70,36.jpg,,,
71,37.jpg,,,
72,38.jpg,,,
73,39.jpg,,,
74,4.jpg,,,
75,40.jpg,,,
76,41.jpg,,,
77,42.jpg,,,
78,43.jpg,,,
79,44.jpg,,,
80,45.jpg,,,
81,46.jpg,,,
82,47.jpg,,,
83,48.jpg,,,
84,49.jpg,,,
85,5.jpg,,,
86,50.jpg,,,
87,51.jpg,,,
88,52.jpg,,,
89,53.jpg,,,
90,54.jpg,,,
91,55.jpg,,,
92,56.jpg,,,
93,57.jpg,,,
94,58.jpg,,,
95,59.jpg,,,
96,6.jpg,,,
97,60.jpg,,,
98,61.jpg,,,
99,62.jpg,,,
100,63.jpg,,,
101,64.jpg,,,
102,65.jpg,,,
103,66.jpg,,,
104,67.jpg,,,
105,68.jpg,,,
106,69.jpg,,,
107,7.jpg,,,
108,70.jpg,,,
109,71.jpg,,,
110,72.jpg,,,
111,73.jpg,,,
112,74.jpg,,,
113,75.jpg,,,
114,76.jpg,,,
115,77.jpg,,,
116,78.jpg,,,
117,79.jpg,,,
118,8.jpg,,,
119,80.jpg,,,
120,81.jpg,,,
121,82.jpg,,,
122,83.jpg,,,
123,84.jpg,,,
124,85.jpg,,,
125,86.jpg,,,
126,87.jpg,,,
127,88.jpg,,,
128,89.jpg,,,
129,9.jpg,,,
130,90.jpg,,,
131,91.jpg,,,
132,92.jpg,,,
133,93.jpg,,,
134,94.jpg,,,
135,95.jpg,,,
136,96.jpg,,,
137,97.jpg,,,
138,98.jpg,,,
139,99.jpg,,,
