text,start,duration
"- Hey guys, what's going on?",0.18,1.31
I wanna take the time out and talk about,1.49,1.83
"a specific medical topic
that's been making headlines",3.32,2.93
all across the news this week.,6.25,1.41
"- Who should be diagnosed
with high blood pressure?",7.66,2.33
- [Announcer] Blood pressure.,9.99,0.833
- Half of all adults.,10.823,0.927
"- [Announcer 2] Redefining
the danger zone.",11.75,1.53
- Plus it's a medical issue,13.28,1.13
"that effects one in three individuals,",14.41,2.09
at least here in the States.,16.5,1.51
"That topic is, hypertension.",18.01,2.13
"Before we start talking
about what hypertension is,",20.14,2.74
let's talk a little basic anatomy.,22.88,2.17
"The human body has a human heart,",25.05,2.32
the human heart has two ventricles.,27.37,2.47
"The left ventricle is
the strongest ventricle",29.84,2.42
and that part of the heart squeezes,32.26,1.91
and pumps blood to the rest of the body.,34.17,2.25
"It does so through blood
vessels called arteries.",36.42,3.22
Arteries take blood and allow it,39.64,1.71
to travel away from the heart.,41.35,2.01
"The way we memorize that
in medical school is",43.36,2.079
"A away from the heart, A for artery.",45.439,2.861
When you measure blood pressure,48.3,1.63
"all you're doing is your
measuring the pressure",49.93,2.06
that's on the arterial walls.,51.99,2.25
And there are really three major factors,54.24,2.06
that play a role in this pressure.,56.3,1.71
Number one is cardiac output which is,58.01,2.31
"how much blood your heart
pumps out with each beat,",60.32,3.14
"number two is blood
volume, and number three is",63.46,2.76
"that resistance your
heart has to pump against.",66.22,2.36
Normally when you visit a doctors office,68.58,1.83
"or a hospital and you
have a health professional",70.41,1.93
"measure your blood pressure
you see them use a cuff.",72.34,2.5
"That cuff has a name, it's
called a sphygmomanometer.",74.84,2.68
That's a mouthful I understand,77.52,1.66
"so we tend to use the
term blood pressure cuff.",79.18,2.7
"The way that the blood
pressure cuff works is",81.88,1.96
"by constricting the
arteries within your arm",83.84,2.72
and while the doctor,86.56,1.23
or other health professional's listening,87.79,1.39
at the brachial artery you hear,89.18,1.8
"that first sound of blood
rushing through the artery",90.98,2.91
that's know as the systolic blood pressure,93.89,2.28
which is measured in mm of mercury.,96.17,2.53
And then when that sound disappears,98.7,2.02
that's known as the diastolic pressure.,100.72,1.99
"Sometimes you see the numbers
written as a fraction.",102.71,2.88
The top number's the systolic number,105.59,1.82
"and the bottom number's
the diastolic number.",107.41,1.94
"The top number also known as
the systolic blood pressure",109.35,3.22
"is the pressure during maximal
contraction of your heart,",112.57,3.2
and the diastolic or bottom number is,115.77,2.12
when your heart is completely relaxed.,117.89,1.58
"While it sounds like
taking a blood pressure",119.47,1.96
is a fairly simple process there's a lot,121.43,2.739
"that can go wrong and there's
a lot of room for error:",124.169,3.011
"the blood pressure cuff is too small,",127.18,1.89
"if the blood pressure cuff
is used over clothing,",129.07,2.16
"if the patient hasn't rested
for at least five minutes,",131.23,2.69
"if the arms, back, or
feet are unsupported,",133.92,2.53
