text,start,duration
now blood sugar test as the name,9.19,4.87
suggests it is the evaluation of sugar,11.57,5.36
level in our blood,14.06,2.87
now there are different ways of doing,19.98,5.32
this particular test one is the patient,22.39,6.029
is need to be fasted for at least 8,25.3,5.45
hours and then the blood is collected,28.419,6.57
that is called as blur fasting test now,30.75,7.87
the second test is post prandial which,34.989,6.061
means that the patient needs to have his,38.62,5.85
lunch and then go for a blood test where,41.05,5.88
the blood sugar level will be testing,44.47,4.409
now there is an another way of doing,46.93,3.99
blood sugar test which is called as,48.879,4.17
random blood sugar now in this,50.92,3.959
particular test the blood is collected,53.049,5.4
at any given time and then the randomly,54.879,5.791
blood sugar level will be checked in the,58.449,5.46
person's body there is another way of,60.67,5.67
doing it which is a latest S which,63.909,4.381
majority of the doctors prescribed for,66.34,3.9
known diabetic patients and that,68.29,5.52
particular test is called as hba1c now,70.24,6.6
this stands for glycated hemoglobin test,73.81,6.96
now when we are testing hba1c it gives,76.84,7.56
us a precise detection of blood sugar in,80.77,6.0
our blood for last 3 months,84.4,6.29
let us call s hba1c,86.77,3.92
first and foremost is to diagnose,93.619,7.151
whether once suffer from type 2 diabetes,97.2,4.229
mellitus,100.77,3.18
or even type 1 diabetes mellitus so that,101.429,5.25
is the very important test done for,103.95,5.4
detection of diabetes mellitus apart,106.679,5.311
from that if somebody suffers from a,109.35,5.969
family history of diabetes or associated,111.99,5.969
diseases then for ruling out the,115.319,4.741
presence of diabetes mellitus in one's,117.959,4.62
body doctor asked us to perform this,120.06,4.89
particular test now again this,122.579,4.65
particular test is a routine test which,124.95,4.86
is done for general profile or general,127.229,5.87
health profile for a patient,129.81,3.289
