text,start,duration
"Hey, guys, Dr. Berg here.",1.78,1.41
"I want to do a video on the most important
electrolyte.",3.19,3.169
Let me explain what electrolyte is.,6.359,2.751
"If you ever take salt and put it in water
and dissolve it, it disassociates.",9.11,4.89
"The sodium and chloride disconnect and they
become two separate minerals.",14.0,7.77
That fluid is very electrically conductive.,21.77,3.28
"Basically, electrolytes have to do with minerals
that help conduct electricity in the body.",25.05,6.88
They help with a lot of different things.,31.93,2.29
"As far as electrolytes, it would be potassium,
sodium, magnesium, calcium, chlorides, all",34.22,9.299
those minerals.,43.519,1.851
"Potassium, out of all of the electrolytes,
is the one that we need in very large quantities.",45.37,7.009
"I was curious, why is that?",52.379,2.421
"Why do we need the potassium in such large
amounts?",54.8,1.809
"I'm talking 4,700 milligrams to 6,000 milligrams
every single day.",56.609,6.77
"That's equivalent to 7-10+ cups of salad or
vegetable every single day.",63.379,6.78
That's a lot.,70.159,1.56
That's odd to me.,71.719,1.33
No one consumes that much.,73.049,2.621
"Let's go dig further on exactly why we need
potassium.",75.67,4.1
"There's something in the body called the sodium-potassium
pump.",79.77,7.36
"It's built in a little protein connected to
an enzyme.",87.13,4.0
"It forms a whole enzyme on the surface of
your cells.",91.13,4.769
"You have between 800,000 to 30 million of
these little, tiny pumps.",95.899,6.631
"They're little generators that generate electricity
to allow things to go through the cell.",102.53,6.509
They take a lot of energy to work.,109.039,3.111
"In fact, 1/3 of all the food that you eat,
the energy of 1/3 of your diet, goes to running",112.15,7.749
those pumps.,119.899,2.89
"You also have another pump in the stomach
called the hydrogen potassium ATPase.",122.789,6.781
"Don't worry about the name, but it's basically
another pump that's build with potassium that",129.57,5.08
"allows you to create stomach acid to help
you digest.",134.65,4.169
"These pumps also are in the muscles, they're
in the nervous system, and the pumps in the",138.819,5.95
"nervous system use about 60% of your body's
caloric intake of energy.",144.769,7.08
"In other words, these pumps are really critically
important in exchanging nutrition, glucose,",151.849,8.051
"amino acids, and other minerals to allow them
to transport in and out of the cell.",159.9,7.05
"Potassium is essential for building the pumps
to allow these functions right here.",166.95,6.05
They charge the cell electrically.,173.0,2.45
"Your cells have certain voltage that allows
things to work and go in and out of the cell",175.45,4.239
and create different energy.,179.689,1.301
"In fact, your energy that you have that controls
your metabolism is controlled partly by this",180.99,7.26
little pump.,188.25,1.45
It charges the cell electrically.,189.7,1.459
It gives you energy.,191.159,1.471
"It helps the muscles contract to relax because
it allows calcium to go into the cell, as",192.63,5.609
well.,198.239,1.0
It controls the transport of calcium.,199.239,2.491
"Wow, interesting.",201.73,2.56
"If you're low on something in this pump and
these pumps aren't working, your calcium is",204.29,6.44
"not going to relax the muscle, so you'll get
muscle cramps from potassium, but it's really",210.73,5.63
"calcium, but we can't fix it by giving you
calcium.",216.36,2.5
We have to give you potassium.,218.86,1.63
I'll get more into that.,220.49,1.65
The muscle needs this pump.,222.14,2.44
"The nerves to conduct electricity need this
pump desperately.",224.58,5.04
"Fluid, the transport of fluid, the hydration
of your body is controlled by this pump and",229.62,6.4
your overall physical energy.,236.02,3.029
"Since potassium is so hard to get in the diet
because people don't realize how much need",239.049,4.261
"and they're not eating enough vegetables,
you can experience a set of symptoms that",243.31,5.16
"I'm going to describe to you and you might
have some of these.",248.47,2.019
"Number one, fatigue.",250.489,2.231
"Fatigue can come from a potassium deficiency
because if you don't have enough potassium,",252.72,5.69
"your cells, electrically, are going to be
way, way, way down there.",258.41,3.169
You can't pump anymore.,261.579,1.87
"That's why when people start eating more potassium
foods, they have some more energy.",263.449,3.391
"The problem is if you try to take a potassium
pill, it only is comprising about 40 milligrams,",266.84,5.97
maybe 90 milligrams.,272.81,1.63
"You need 4,700 milligrams.",274.44,1.88
You'd have to have a whole bottle.,276.32,2.67
The pills are not going to work.,278.99,1.79
"Plus, if you took that much potassium without
the other minerals, you can throw it out of",280.78,3.76
balance.,284.54,1.0
"You want to get your potassium from food or
food concentrates.",285.54,2.93
Then we have energy fatigue.,288.47,5.449
We have muscle fatigue.,293.919,1.951
"If you go up a flight of stairs and you feel
like your legs are really heavy or you don't",295.87,4.43
"have the endurance, that is a potassium deficiency.",300.3,3.399
"Nerve, if the nerve is tired, your electrical
impulses won't work, so you have arrhythmias,",303.699,6.331
"you'll have an alteration in heartbeat problems,
skip beats, atrial fib, [inaudible 00:05:16]",310.03,7.21
electrolyte deficiency.,317.24,1.62
"Fluid, fluid retention, swollen ankles.",318.86,4.2
That's a potassium deficiency.,323.06,1.72
What do doctors do?,324.78,1.0
They tell you to avoid salt.,325.78,2.16
Big mistake.,327.94,1.27
You should increase potassium.,329.21,1.75
"Then overall, just energy in the cell to work
correctly.",330.96,5.06
"In the stomach, if you don't have enough potassium,
you can't create the acid that you need to",336.02,5.61
help digest protein and absorb other minerals.,341.63,3.319
"Again, the potassium is needed for the stomach,
the nerves, the muscles, for energy, for fluid,",344.949,5.411
"for hydration, all of these things.",350.36,2.55
"Now that you know that, let's talk about how
you become deficient.",352.91,2.72
"Number one reason is you don't have enough
potassium in the diet.",355.63,4.36
"You need to consume 7-10 cups of vegetable
or salad a day to achieve this.",359.99,7.679
