text,start,duration
hello my name is dr. Simon Fraser,0.0,4.31
consultants in clinical neurophysiology,2.37,4.23
this video will provide you with an,4.31,4.63
explanation of diabetic neuropathy what,6.6,3.81
it is the different types and why,8.94,3.84
patients develop them you can also find,10.41,4.5
out more about current treatments by,12.78,5.06
clicking on the information card above,14.91,5.879
diabetes causes raise sugar levels in,17.84,5.699
the blood this is called hyperglycemia,20.789,4.74
hyperglycemia over prolonged periods of,23.539,3.971
time is associated with blood vessel,25.529,4.441
disease when it affects the large blood,27.51,4.109
vessels it causes what we call the,29.97,4.13
microvascular complications of diabetes,31.619,5.251
this is where it can cause clogging of,34.1,5.26
the large arteries to the heart where it,36.87,4.89
predisposes to heart attacks causing,39.36,3.81
clogging of the large arteries of the,41.76,3.72
brain where it can predispose to strokes,43.17,3.99
and causing clogging of the large,45.48,3.45
arteries so the legs and arms where it,47.16,3.68
can cause peripheral vascular disease,48.93,4.05
when it affects the smaller blood,50.84,3.67
vessels it causes what we call the,52.98,4.07
microvascular complications of diabetes,54.51,5.189
namely damage to the structures in the,57.05,5.439
kidney causing nephropathy damage to the,59.699,4.29
structures in the eye causing,62.489,4.351
retinopathy and damage to the structures,63.989,6.481
of the nerves causing neuropathy this,66.84,5.91
video will focus on diabetic neuropathy,70.47,5.18
ie the nerve damage caused by diabetes,72.75,5.909
firstly some statistics diabetes is,75.65,6.55
really common and in 2014 it's affected,78.659,6.301
3.5 million patients in the UK with this,82.2,5.34
number steadily rising diabetic,84.96,4.56
neuropathy will affect around fifty to,87.54,4.59
sixty percent of diabetics twenty five,89.52,4.62
percent of diabetics will have this as a,92.13,4.59
painful neuropathy around fifty percent,94.14,4.74
will have autonomic fibre involvement,96.72,4.02
causing impaired bowel movements for,98.88,3.69
example and for many men at least a,100.74,5.25
third erectile dysfunction these,102.57,5.52
complications are mainly time-dependent,105.99,4.169
so the longer patients have diabetes the,108.09,3.419
more susceptible they become in,110.159,3.42
developing these complications they are,111.509,4.021
also blood sugar level dependent so,113.579,3.57
poorly controlled diabetics are more,115.53,3.42
likely to develop some of these,117.149,4.891
conditions many patients do not,118.95,5.16
recognize the symptoms of this and can,122.04,3.509
present with further problems such as,124.11,4.2
foot ulcers and gangrene thus we really,125.549,4.68
need to understand this condition detect,128.31,3.72
it early prevent its progress,130.229,4.261
and treat it effectively to prevent,132.03,5.97
worst complications from occurring when,134.49,5.64
we think about diabetic neuropathy we,138.0,3.75
need to understand both the mechanisms,140.13,3.42
of this condition and the different,141.75,3.87
types of patterns of nerve damage that,143.55,5.04
it can cause this can help us determine,145.62,6.119
the underlying mechanism of the,148.59,5.19
neuropathy and target treatment,151.739,5.101
accordingly you can find a link to my,153.78,4.32
overview of all of these different,156.84,3.479
conditions posted on my wordpress site,158.1,3.6
by clicking the link in the information,160.319,4.981
box below so let's try and understand,161.7,6.18
the most important mechanism metabolic,165.3,6.02
microvascular hypoxia or MMH for short,167.88,6.09
nerves are living tissues I need oxygen,171.32,5.56
to survive they have tiny arteries,173.97,5.7
called the Vezina forum which pump blood,176.88,5.85
laden with oxygen to them raise blood,179.67,5.22
Sugar's bind to structures and proteins,182.73,4.339
in the artery walls in a process called,184.89,5.99
glycosylation and causes them to thicken,187.069,7.621
this is called diabetic microangiopathy,190.88,6.46
because oxygen has to diffuse across the,194.69,4.42
walls of the blood vessels to make its,197.34,4.14
way into the nerve cell tissue beneath,199.11,4.439
any increase in blood vessel thickness,201.48,4.5
will impair the transfer of oxygen this,203.549,5.101
