text,start,duration
- [Woman] Fact of the day.,0.049,0.982
- [Man] Fact of the day.,1.031,0.833
"- Hello. Hi,",1.864,0.833
"and welcome to Fact of the
Day with me, Mark Lotsu.",2.697,2.574
Why is Tony Robbins so gigantic?,5.271,2.77
Acromegaly.,8.041,1.071
Acromegaly is a disorder.,9.112,1.537
"It's a condition caused
by excess growth hormone",10.649,2.421
from the pituitary gland,13.07,1.428
after your growth plates have closed.,14.498,2.038
The most common feature is,16.536,1.292
"enlargement of the hands, of the feet.",17.828,2.557
"But, you can also get an
enlarged forehead, enlarged jaw.",20.385,3.18
"You can also get thicker
skin and deeper voice",23.565,2.192
because of it.,25.757,0.833
"And, if anyone knows Tony Robbins,",26.59,1.115
he's got a deep voice.,27.705,2.043
"Now, the not so nice
symptoms include joint pains,",29.748,2.987
"headaches and problems with your vision,",32.735,1.961
"as well as things like type two diabetes,",34.696,2.013
"and sleep apnea, and high blood pressure.",36.709,2.22
In most cases the excess production,38.929,1.667
"is caused by a benign tumour
called a pituitary adenoma.",40.596,3.552
What's the treatment?,44.148,0.833
"To remove it by surgery
or to have radiotherapy.",44.981,1.939
Who does it affect?,46.92,0.859
"It affects about six out
of every 100,000 people.",47.779,3.68
"And, there's no more of an
occurrence in males or females.",51.459,2.888
"But, it does most commonly occur",54.347,1.451
when people get to middle age.,55.798,1.864
"So, couple of big notables",57.662,1.922
before we go into the big man.,59.584,1.2
"One is The Big Show,",60.784,1.278
both of these are WWE stars.,62.062,1.562
"One is The Big Show, Paul Wight,",63.624,1.973
"who had his pituitary
gland removed in 1991.",65.597,3.938
"And, next is Andre the Giant.",69.535,1.53
"Everybody's heard of Andre the Giant,",71.065,2.02
also known as Andre Rousimoff.,73.085,1.44
"And, he was reportedly to be at a height",74.525,2.554
of seven foot four inches tall.,77.079,3.221
He didn't have surgery,80.3,1.0
"and he died due to cardiac complications,",81.3,2.196
"because of his acromegaly,
at the age of 46.",83.496,2.483
"Oh, and another one to
note is Richard Kiel,",85.979,2.45
"whose the guy who played
Jaws in the Bond films.",88.429,2.621
"And, he was seven foot one inch tall",91.05,2.83
"and he had really sharp
teeth, like metal teeth.",93.88,2.259
That's why he's called Jaws.,96.139,0.999
"And, then of course the big man,",97.138,0.958
"Anthony Robbins, Tony Robbins.",98.096,1.72
"He's a huge motivational
speaker, world renowned,",99.816,3.078
"spoke in front of hundreds
of thousands of people.",102.894,2.729
"He was tiny and in his
junior year of high school",105.623,1.893
he grew 10 inches in a year.,107.516,2.711
That's a lot.,110.227,1.128
"When we he was 31 years old,",111.355,1.011
"the doctor identified
the tumour in his brain.",112.366,2.27
"And, he was diagnosed
then with acromegaly.",114.636,2.189
"He is six foot seven and
has got size 16 feet.",116.825,3.581
"He hasn't had the tumour removed,",120.406,1.559
because he said that he didn't want people,121.965,1.41
"going inside his head and
cutting out parts of his brain,",123.375,1.69
"which is completely
understandable as it goes.",125.065,2.493
"And, he also said that he felt that",127.558,1.448
there were no other side effects.,129.006,1.691
"If you don't know who Tony Robbins is,",130.697,1.22
you should google him.,131.917,1.271
"Go see him if you can, he is amazing.",133.188,1.91
That's it for me.,135.098,0.833
Thanks for watching.,135.931,0.833
"Love you, bye. Love you, bye.",136.764,1.021
Love you.,137.785,0.991
Bye.,138.776,0.833
(upbeat music),141.327,2.215
