text,start,duration
"Hey, Dr. Berg here.",1.849,1.0
I'm going to talk about insulin resistance.,2.849,2.041
"I'm going to make it really, really simple,
so just track with me.",4.89,4.09
Here's what happens.,8.98,1.71
"Your pancreas, which is located in the left,
lower quadrant, right by your rib cage, makes",10.69,7.51
"a hormone called insulin and insulin responds
to sugar.",18.2,5.91
"In other words it's triggered by a sugar or
anything that turns into sugar, so anything",24.11,4.63
"sweet and anything, like even refined grains
can trigger insulin, and it kicks in there",28.74,6.15
and it goes into your cells.,34.89,1.65
"Then, what it does is it removes the sugar
from your blood, so that's the purpose is",36.54,5.64
to lower the sugar.,42.18,2.67
"Normally, in our blood, we need about 100
milligrams per deciliter, and basically what",44.85,6.419
"that means is you can just take and focus
on the 100, so when you get your sugar test",51.269,4.38
and your blood should be like a 100.,55.649,1.49
The goal is to make it 100.,57.139,1.711
Anything higher is bad.,58.85,1.86
Anything lower is bad.,60.71,1.0
We need a 100.,61.71,1.079
"When it's at 100, you're at your mental best.",62.789,3.171
"You're feeling the best but when it goes high,
you get what's called diabetes, so diabetes",65.96,4.8
is the high sugar situation.,70.76,2.42
"When the blood sugars go low, that's hypo-sugar
or hypoglycemia, okay.",73.18,5.579
That's kind of a pre-diabetes state.,78.759,3.781
"When I was twelve, I had hypoglycemia.",82.54,3.03
"I remember skipping a meal and feeling really
dizzy and irritable and cranky, playing outside",85.57,6.38
"and I don't know what it was but, of course,
I was living on pure sugar.",91.95,4.11
"I would raid the cupboards and eat pure sugar
all the time.",96.06,4.229
"That's really what causes hypoglycemia because
what happens is you eat all this sugar and",100.289,5.421
"we get this hyper reactive, high insulin state,
which is going to like take a sledge hammer",105.71,6.589
"and push that sugar right down, so we're going
to have low sugar, irritable, cranky, craving,",112.299,6.451
"dizzy, all those things.",118.75,1.469
"Now what happens over a period of time, when
you're hypoglycemic over a period of time,",120.219,5.51
"your body doesn't like that so it's going
to say, ""Stop,"" so it's going to try to protect",125.729,4.421
"itself and it's going to turn off the receptor,
the thing that receives, so it's going to",130.15,6.45
