text,start,duration
"So, how do we diagnose diabetes?",4.91,1.91
" So, it’s a serum glucose level",7.1,2.29
of 126 mg/dL or 7 mmol per liter,9.63,3.76
on two separate occasions.,13.55,1.63
"And also glucose in the urine can be supportive as well,",15.83,2.69
" but I think really we use serum 
markers to identify diabetes.",18.54,4.83
" Or it could be an HbA1c of 6.5% or 
more on two separate occasions.",23.64,5.05
" But if a patient comes in with fatigue 
and polyuria and polydipsia",29.15,5.14
 and you check their glucose in the clinic,34.55,2.21
" and it's over 200 mg/dL,
 no further testing is necessary.",37.06,4.43
They have diabetes.,41.49,1.49
" Of course, those patients will get a 
baseline HbA1c level right away as well.",43.04,4.07
"So, I think this is good for patient care and also
 good for what may come up on your exam.",49.17,5.27
" This is the routine evaluation for 
patients with diabetes with a schedule.",54.57,3.62
"So, patients with Type II diabetes get their –",58.49,4.0
an ophthalmologic exam,62.49,1.58
"right away when they're diagnosed
 with a dilated pupil for retinal exam.",64.07,4.3
" And then, that's followed at least annually.",68.54,2.07
"The HbA1c, if it’s well-controlled,",71.22,2.76
 can be every six months.,74.15,1.13
" Poorly controlled, every three months.",75.28,2.0
" A complete foot exam with 
monofilament testing, at least every year.",78.64,3.81
" Lipids, at least every several years.",83.51,2.14
 I probably draw them more often.,85.65,1.58
" A urine, microalbumin, creatinine ratio at the
 time of diagnosis and then annually.",88.27,4.84
"And then blood chemistries and renal
 function at least every six months.",93.21,2.99
All those things fairly straightforward and make sense.,96.39,2.26
Most of my patients are achieving those goals.,98.65,1.93
"Now, we do an HbA1c level 
and it turns out it’s 8.2%.",102.45,4.64
" So, besides lifestyle intervention,
 what's the best treatment to prescribe for this patient now?",107.97,4.52
" Is it, A, glipizide; B, Liraglutide;",112.49,3.03
"C, a basal insulin at night; or D, metformin?",115.72,3.06
"And in previous years, you can make an
 argument as to which one might be better.",120.9,3.98
"Now, it's fairly clear",125.13,1.39
" and the American Diabetes Association recommends,",126.56,3.89
