text,start,duration
"This is the area that I find the greatest
misunderstanding about macronutrients and",0.13,4.93
"the one in which we have gone most wrong in
the kinds of foods that we're making available",5.06,4.02
in this culture.,9.08,1.43
"So I would urge you to become really familiarized
with the concepts of glycemic index and glycemic",10.51,5.901
load.,16.411,1.299
"Glycemic load is the more useful one to focus
on because it takes into account the actual",17.71,3.449
amount of carbohydrate to eat.,21.159,2.11
"If you only pay attention to glycemic index,
you wind up teaching people not to eat carrots",23.269,4.472
"or beets because they have a very high glycemic
index and that is wrong nutritional advice.",27.741,5.119
"Although the carbohydrate in these vegetables
is high in glycemic index, the content of",32.86,5.5
carbohydrate in the vegetable is not great.,38.36,2.2
"There is a lot of fiber and water there as
well.",40.56,3.38
"In order to eat enough carrots to disturb
blood sugar, you might have to eat a pound",43.94,3.73
"and a half in a sitting and most people don't
do that.",47.67,3.08
"Carrots and beets are sources of highly protective
phytonutrients in the form of pigments there.",50.75,5.32
"So glycemic load is a better list to become
familiar with and remember also that what",56.07,6.6
"you are concerned about is the glycemic load
of a meal so it’s the average of glycemic",62.67,7.089
"load of all the carbohydrate elements in the
meal.",69.759,3.4
"This gives you some practical techniques for
blunting the effect of some high glycemic",73.159,6.35
load foods on sugar.,79.509,2.331
"For example, if you want to have a waffle
occasionally, smother it with blueberries",81.84,4.93
"which have a low glycemic load, and then the
average of that meal will be moderate instead",86.77,4.47
of just eating a waffle with syrup on it.,91.24,4.11
"There are interesting distinctions in forms
of carbohydrates that are worth knowing about.",95.35,3.949
"Sushi rice, sticky rice, has a significantly
higher glycemic load than basmati rice which",99.299,5.38
"has dry, separate grains because of a chemical
difference in the starch.",104.679,4.131
"Waxy, new potatoes have a lower glycemic load
than starchy, flowery potatoes - these are",108.81,6.47
useful things to know about.,115.28,1.729
"So there are a lot of nuances but this is
very important information.",117.009,2.96
